Season,Daynum,wTeam,lTeam,Slot,Host,lat,lng,Round,Region,Team1,Team2
1985,145,1207,1210,R4W1,providence,41.8236,-71.4222,4,W,1210,1207
1985,145,1272,1328,R4Y1,birmingham,33.525,-86.813,4,Y,1328,1272
1985,146,1385,1301,R4X1,dallas,32.7767,-96.797,4,X,1385,1301
1985,146,1437,1314,R4Z1,denver,39.7392,-104.9903,4,Z,1437,1314
1985,152,1207,1385,R5WX,lexington,38.0297,-84.4947,5,W,1385,1207
1985,152,1437,1272,R5YZ,lexington,38.0297,-84.4947,5,Y,1437,1272
1985,154,1437,1207,R6CH,lexington,38.0297,-84.4947,6,C,1437,1207
1986,136,1181,1290,R1W1,greensboro,36.08,-79.8194,1,W,1290,1181
1986,136,1328,1318,R1W4,greensboro,36.08,-79.8194,1,W,1328,1318
1986,136,1177,1438,R1W5,greensboro,36.08,-79.8194,1,W,1438,1177
1986,136,1330,1452,R1W8,greensboro,36.08,-79.8194,1,W,1452,1330
1986,136,1242,1299,R1X1,dayton,39.7594,-84.1917,1,X,1299,1242
1986,136,1207,1403,R1X4,dayton,39.7594,-84.1917,1,X,1403,1207
1986,136,1277,1449,R1X5,dayton,39.7594,-84.1917,1,X,1449,1277
1986,136,1396,1239,R1X8,dayton,39.7594,-84.1917,1,X,1396,1239
1986,136,1210,1265,R1Y2,baton_rouge,30.45,91.14,1,Y,1265,1210
1986,136,1272,1123,R1Y3,baton_rouge,30.45,91.14,1,Y,1272,1123
1986,136,1261,1345,R1Y6,baton_rouge,30.45,91.14,1,Y,1345,1261
1986,136,1437,1439,R1Y7,baton_rouge,30.45,91.14,1,Y,1439,1437
1986,136,1257,1180,R1Z2,ogden,41.2278,-111.9611,1,Z,1257,1180
1986,136,1314,1428,R1Z3,ogden,41.2278,-111.9611,1,Z,1428,1314
1986,136,1412,1281,R1Z6,ogden,41.2278,-111.9611,1,Z,1412,1281
1986,136,1133,1431,R1Z7,ogden,41.2278,-111.9611,1,Z,1431,1133
1986,137,1393,1135,R1W2,syracuse,43.0469,-76.1444,1,W,1393,1135
1986,137,1156,1231,R1W3,syracuse,43.0469,-76.1444,1,W,1231,1156
1986,137,1386,1350,R1W6,syracuse,43.0469,-76.1444,1,W,1386,1350
1986,137,1298,1409,R1W7,syracuse,43.0469,-76.1444,1,W,1409,1298
1986,137,1276,1103,R1X2,minneapolis,44.9778,-93.265,1,X,1276,1103
1986,137,1114,1323,R1X3,minneapolis,44.9778,-93.265,1,X,1323,1114
1986,137,1301,1234,R1X6,minneapolis,44.9778,-93.265,1,X,1301,1234
1986,137,1235,1275,R1X7,minneapolis,44.9778,-93.265,1,X,1275,1235
1986,137,1246,1172,R1Y1,charlotte,35.2269,-80.8433,1,Y,1246,1172
1986,137,1228,1193,R1Y4,charlotte,35.2269,-80.8433,1,Y,1228,1193
1986,137,1104,1462,R1Y5,charlotte,35.2269,-80.8433,1,Y,1462,1104
1986,137,1443,1304,R1Y8,charlotte,35.2269,-80.8433,1,Y,1443,1304
1986,137,1385,1286,R1Z1,long_beach,33.7683,-118.1956,1,Z,1385,1286
1986,137,1424,1419,R1Z4,long_beach,33.7683,-118.1956,1,Z,1424,1419
1986,137,1268,1337,R1Z5,long_beach,33.7683,-118.1956,1,Z,1337,1268
1986,137,1120,1112,R1Z8,long_beach,33.7683,-118.1956,1,Z,1120,1112
1986,138,1181,1330,R2W1,greensboro,36.08,-79.8194,2,W,1330,1181
1986,138,1177,1328,R2W4,greensboro,36.08,-79.8194,2,W,1328,1177
1986,138,1242,1396,R2X1,dayton,39.7594,-84.1917,2,X,1396,1242
1986,138,1277,1207,R2X4,dayton,39.7594,-84.1917,2,X,1277,1207
1986,138,1210,1437,R2Y2,baton_rouge,30.45,91.14,2,Y,1437,1210
1986,138,1261,1272,R2Y3,baton_rouge,30.45,91.14,2,Y,1272,1261
1986,138,1257,1133,R2Z2,ogden,41.2278,-111.9611,2,Z,1257,1133
1986,138,1314,1412,R2Z3,ogden,41.2278,-111.9611,2,Z,1412,1314
1986,139,1298,1393,R2W2,syracuse,43.0469,-76.1444,2,W,1393,1298
1986,139,1156,1386,R2W3,syracuse,43.0469,-76.1444,2,W,1386,1156
1986,139,1235,1276,R2X2,minneapolis,44.9778,-93.265,2,X,1276,1235
1986,139,1301,1114,R2X3,minneapolis,44.9778,-93.265,2,X,1301,1114
1986,139,1246,1443,R2Y1,charlotte,35.2269,-80.8433,2,Y,1443,1246
1986,139,1104,1228,R2Y4,charlotte,35.2269,-80.8433,2,Y,1228,1104
1986,139,1120,1385,R2Z1,long_beach,33.7683,-118.1956,2,Z,1385,1120
1986,139,1424,1268,R2Z4,long_beach,33.7683,-118.1956,2,Z,1424,1268
1986,143,1246,1104,R3Y1,atlanta,33.755,-84.39,3,Y,1246,1104
1986,143,1261,1210,R3Y2,atlanta,33.755,-84.39,3,Y,1261,1210
1986,143,1120,1424,R3Z1,houston,29.7604,-95.3698,3,Z,1424,1120
1986,143,1257,1314,R3Z2,houston,29.7604,-95.3698,3,Z,1314,1257
1986,144,1181,1177,R3W1,east_rutherford,40.8171,-74.085,3,W,1181,1177
1986,144,1298,1156,R3W2,east_rutherford,40.8171,-74.085,3,W,1298,1156
1986,144,1242,1277,R3X1,kansas_city,39.0997,-94.5783,3,X,1277,1242
1986,144,1301,1235,R3X2,kansas_city,39.0997,-94.5783,3,X,1301,1235
1986,145,1261,1246,R4Y1,atlanta,33.755,-84.39,4,Y,1261,1246
1986,145,1257,1120,R4Z1,houston,29.7604,-95.3698,4,Z,1257,1120
1986,146,1181,1298,R4W1,east_rutherford,40.8171,-74.085,4,W,1298,1181
1986,146,1242,1301,R4X1,kansas_city,39.0997,-94.5783,4,X,1301,1242
1986,152,1181,1242,R5WX,dallas,32.7767,-96.797,5,W,1242,1181
1986,152,1257,1261,R5YZ,dallas,32.7767,-96.797,5,Y,1261,1257
1986,154,1257,1181,R6CH,dallas,32.7767,-96.797,6,C,1257,1181
1987,136,1314,1335,R1W1,charlotte,35.2269,-80.8433,1,W,1335,1314
1987,136,1395,1267,R1W4,charlotte,35.2269,-80.8433,1,W,1395,1267
1987,136,1323,1292,R1W5,charlotte,35.2269,-80.8433,1,W,1323,1292
1987,136,1276,1298,R1W8,charlotte,35.2269,-80.8433,1,W,1298,1276
1987,136,1104,1299,R1X2,chicago,41.8369,-87.6847,1,X,1299,1104
1987,136,1122,1228,R1X3,chicago,41.8369,-87.6847,1,X,1228,1122
1987,136,1344,1412,R1X6,chicago,41.8369,-87.6847,1,X,1412,1344
1987,136,1309,1140,R1X7,chicago,41.8369,-87.6847,1,X,1309,1140
1987,136,1231,1193,R1Y1,atlanta,33.755,-84.39,1,Y,1231,1193
1987,136,1462,1281,R1Y4,atlanta,33.755,-84.39,1,Y,1462,1281
1987,136,1181,1401,R1Y5,atlanta,33.755,-84.39,1,Y,1401,1181
1987,136,1120,1360,R1Y8,atlanta,33.755,-84.39,1,Y,1360,1120
1987,136,1424,1226,R1Z1,salt_lake_city,40.75,-111.8833,1,Z,1424,1226
1987,136,1417,1141,R1Z4,salt_lake_city,40.75,-111.8833,1,Z,1417,1141
1987,136,1461,1438,R1Z5,salt_lake_city,40.75,-111.8833,1,Z,1461,1438
1987,136,1243,1208,R1Z8,salt_lake_city,40.75,-111.8833,1,Z,1243,1208
1987,137,1393,1204,R1W2,syracuse,43.0469,-76.1444,1,W,1393,1204
1987,137,1345,1318,R1W3,syracuse,43.0469,-76.1444,1,W,1345,1318
1987,137,1196,1301,R1W6,syracuse,43.0469,-76.1444,1,W,1301,1196
1987,137,1443,1452,R1W7,syracuse,43.0469,-76.1444,1,W,1452,1443
1987,137,1207,1137,R1X1,indianapolis,39.791,-86.148,1,X,1207,1137
1987,137,1283,1155,R1X4,indianapolis,39.791,-86.148,1,X,1283,1155
1987,137,1242,1222,R1X5,indianapolis,39.791,-86.148,1,X,1242,1222
1987,137,1326,1246,R1X8,indianapolis,39.791,-86.148,1,X,1326,1246
1987,137,1396,1380,R1Y2,birmingham,33.525,-86.813,1,Y,1396,1380
1987,137,1177,1256,R1Y3,birmingham,33.525,-86.813,1,Y,1256,1177
1987,137,1385,1455,R1Y6,birmingham,33.525,-86.813,1,Y,1455,1385
1987,137,1261,1210,R1Y7,birmingham,33.525,-86.813,1,Y,1261,1210
1987,137,1234,1365,R1Z2,tucson,32.2217,-110.9264,1,Z,1365,1234
1987,137,1338,1265,R1Z3,tucson,32.2217,-110.9264,1,Z,1338,1265
1987,137,1328,1409,R1Z6,tucson,32.2217,-110.9264,1,Z,1409,1328
1987,137,1431,1112,R1Z7,tucson,32.2217,-110.9264,1,Z,1431,1112
1987,138,1314,1276,R2W1,charlotte,35.2269,-80.8433,2,W,1314,1276
1987,138,1323,1395,R2W4,charlotte,35.2269,-80.8433,2,W,1395,1323
1987,138,1104,1309,R2X2,chicago,41.8369,-87.6847,2,X,1309,1104
1987,138,1344,1122,R2X3,chicago,41.8369,-87.6847,2,X,1344,1122
1987,138,1231,1120,R2Y1,atlanta,33.755,-84.39,2,Y,1231,1120
1987,138,1181,1462,R2Y4,atlanta,33.755,-84.39,2,Y,1462,1181
1987,138,1424,1243,R2Z1,salt_lake_city,40.75,-111.8833,2,Z,1424,1243
1987,138,1461,1417,R2Z4,salt_lake_city,40.75,-111.8833,2,Z,1461,1417
1987,139,1393,1443,R2W2,syracuse,43.0469,-76.1444,2,W,1443,1393
1987,139,1196,1345,R2W3,syracuse,43.0469,-76.1444,2,W,1345,1196
1987,139,1207,1326,R2X1,indianapolis,39.791,-86.148,2,X,1326,1207
1987,139,1242,1283,R2X4,indianapolis,39.791,-86.148,2,X,1283,1242
1987,139,1261,1396,R2Y2,birmingham,33.525,-86.813,2,Y,1396,1261
1987,139,1177,1385,R2Y3,birmingham,33.525,-86.813,2,Y,1385,1177
1987,139,1234,1431,R2Z2,tucson,32.2217,-110.9264,2,Z,1431,1234
1987,139,1328,1338,R2Z3,tucson,32.2217,-110.9264,2,Z,1338,1328
1987,143,1314,1323,R3W1,east_rutherford,40.8171,-74.085,3,W,1323,1314
1987,143,1393,1196,R3W2,east_rutherford,40.8171,-74.085,3,W,1393,1196
1987,143,1207,1242,R3X1,cincinnati,39.1,-84.5167,3,X,1242,1207
1987,143,1344,1104,R3X2,cincinnati,39.1,-84.5167,3,X,1344,1104
1987,144,1231,1181,R3Y1,louisville,38.25,-85.7667,3,Y,1231,1181
1987,144,1261,1177,R3Y2,louisville,38.25,-85.7667,3,Y,1261,1177
1987,144,1424,1461,R3Z1,seattle,47.6097,-122.3331,3,Z,1461,1424
1987,144,1234,1328,R3Z2,seattle,47.6097,-122.3331,3,Z,1328,1234
1987,145,1393,1314,R4W1,east_rutherford,40.8171,-74.085,4,W,1393,1314
1987,145,1344,1207,R4X1,cincinnati,39.1,-84.5167,4,X,1344,1207
1987,146,1231,1261,R4Y1,louisville,38.25,-85.7667,4,Y,1261,1231
1987,146,1424,1234,R4Z1,seattle,47.6097,-122.3331,4,Z,1424,1234
1987,152,1393,1344,R5WX,new_orleans,29.9667,-90.05,5,W,1393,1344
1987,152,1231,1424,R5YZ,new_orleans,29.9667,-90.05,5,Y,1424,1231
1987,154,1231,1393,R6CH,new_orleans,29.9667,-90.05,6,C,1393,1231
1988,136,1181,1131,R1W2,chapel_hill,35.9333,-79.0333,1,W,1181,1131
1988,136,1393,1299,R1W3,chapel_hill,35.9333,-79.0333,1,W,1393,1299
1988,136,1348,1281,R1W6,chapel_hill,35.9333,-79.0333,1,W,1348,1281
1988,136,1374,1323,R1W7,chapel_hill,35.9333,-79.0333,1,W,1374,1323
1988,136,1345,1192,R1X1,south_bend,41.6725,-86.2553,1,X,1345,1192
1988,136,1243,1247,R1X4,south_bend,41.6725,-86.2553,1,X,1247,1243
1988,136,1177,1455,R1X5,south_bend,41.6725,-86.2553,1,X,1455,1177
1988,136,1272,1124,R1X8,south_bend,41.6725,-86.2553,1,X,1272,1124
1988,136,1328,1151,R1Y1,atlanta,33.755,-84.39,1,Y,1328,1151
1988,136,1140,1150,R1Y4,atlanta,33.755,-84.39,1,Y,1150,1140
1988,136,1257,1333,R1Y5,atlanta,33.755,-84.39,1,Y,1333,1257
1988,136,1120,1133,R1Y8,atlanta,33.755,-84.39,1,Y,1133,1120
1988,136,1314,1317,R1Z2,salt_lake_city,40.75,-111.8833,1,Z,1317,1314
1988,136,1276,1129,R1Z3,salt_lake_city,40.75,-111.8833,1,Z,1276,1129
1988,136,1196,1385,R1Z6,salt_lake_city,40.75,-111.8833,1,Z,1385,1196
1988,136,1258,1461,R1Z7,salt_lake_city,40.75,-111.8833,1,Z,1461,1258
1988,137,1396,1250,R1W1,hartford,41.7627,-72.6743,1,W,1396,1250
1988,137,1350,1231,R1W4,hartford,41.7627,-72.6743,1,W,1350,1231
1988,137,1210,1235,R1W5,hartford,41.7627,-72.6743,1,W,1235,1210
1988,137,1207,1261,R1W8,hartford,41.7627,-72.6743,1,W,1261,1207
1988,137,1338,1185,R1X2,lincoln,40.8106,-96.6803,1,X,1338,1185
1988,137,1293,1301,R1X3,lincoln,40.8106,-96.6803,1,X,1301,1293
1988,137,1242,1462,R1X6,lincoln,40.8106,-96.6803,1,X,1462,1242
1988,137,1435,1429,R1X7,lincoln,40.8106,-96.6803,1,X,1435,1429
1988,137,1246,1380,R1Y2,cincinnati,39.1,-84.5167,1,Y,1380,1246
1988,137,1228,1427,R1Y3,cincinnati,39.1,-84.5167,1,Y,1427,1228
1988,137,1437,1116,R1Y6,cincinnati,39.1,-84.5167,1,Y,1437,1116
1988,137,1268,1364,R1Y7,cincinnati,39.1,-84.5167,1,Y,1364,1268
1988,137,1112,1165,R1Z1,los_angeles,34.05,-118.25,1,Z,1165,1112
1988,137,1424,1283,R1Z4,los_angeles,34.05,-118.25,1,Z,1424,1283
1988,137,1234,1199,R1Z5,los_angeles,34.05,-118.25,1,Z,1234,1199
1988,137,1371,1431,R1Z8,los_angeles,34.05,-118.25,1,Z,1431,1371
1988,138,1181,1374,R2W2,chapel_hill,35.9333,-79.0333,2,W,1374,1181
1988,138,1348,1393,R2W3,chapel_hill,35.9333,-79.0333,2,W,1393,1348
1988,138,1345,1272,R2X1,south_bend,41.6725,-86.2553,2,X,1345,1272
1988,138,1243,1177,R2X4,south_bend,41.6725,-86.2553,2,X,1243,1177
1988,138,1328,1120,R2Y1,atlanta,33.755,-84.39,2,Y,1328,1120
1988,138,1257,1140,R2Y4,atlanta,33.755,-84.39,2,Y,1257,1140
1988,138,1314,1258,R2Z2,salt_lake_city,40.75,-111.8833,2,Z,1314,1258
1988,138,1276,1196,R2Z3,salt_lake_city,40.75,-111.8833,2,Z,1276,1196
1988,139,1396,1207,R2W1,hartford,41.7627,-72.6743,2,W,1396,1207
1988,139,1350,1210,R2W4,hartford,41.7627,-72.6743,2,W,1350,1210
1988,139,1435,1338,R2X2,lincoln,40.8106,-96.6803,2,X,1435,1338
1988,139,1242,1293,R2X3,lincoln,40.8106,-96.6803,2,X,1293,1242
1988,139,1246,1268,R2Y2,cincinnati,39.1,-84.5167,2,Y,1268,1246
1988,139,1437,1228,R2Y3,cincinnati,39.1,-84.5167,2,Y,1437,1228
1988,139,1112,1371,R2Z1,los_angeles,34.05,-118.25,2,Z,1371,1112
1988,139,1234,1424,R2Z4,los_angeles,34.05,-118.25,2,Z,1424,1234
1988,143,1396,1350,R3W1,east_rutherford,40.8171,-74.085,3,W,1396,1350
1988,143,1181,1348,R3W2,east_rutherford,40.8171,-74.085,3,W,1348,1181
1988,143,1328,1257,R3Y1,birmingham,33.525,-86.813,3,Y,1328,1257
1988,143,1437,1246,R3Y2,birmingham,33.525,-86.813,3,Y,1437,1246
1988,144,1243,1345,R3X1,pontiac,42.6461,-83.2925,3,X,1345,1243
1988,144,1242,1435,R3X2,pontiac,42.6461,-83.2925,3,X,1435,1242
1988,144,1112,1234,R3Z1,seattle,47.6097,-122.3331,3,Z,1234,1112
1988,144,1314,1276,R3Z2,seattle,47.6097,-122.3331,3,Z,1314,1276
1988,145,1181,1396,R4W1,east_rutherford,40.8171,-74.085,4,W,1396,1181
1988,145,1328,1437,R4Y1,birmingham,33.525,-86.813,4,Y,1437,1328
1988,146,1242,1243,R4X1,pontiac,42.6461,-83.2925,4,X,1243,1242
1988,146,1112,1314,R4Z1,seattle,47.6097,-122.3331,4,Z,1314,1112
1988,152,1242,1181,R5WX,kansas_city,39.0997,-94.5783,5,W,1242,1181
1988,152,1328,1112,R5YZ,kansas_city,39.0997,-94.5783,5,Y,1328,1112
1988,154,1242,1328,R6CH,kansas_city,39.0997,-94.5783,6,C,1328,1242
1989,136,1181,1354,R1W2,greensboro,36.08,-79.8194,1,W,1354,1181
1989,136,1373,1390,R1W3,greensboro,36.08,-79.8194,1,W,1390,1373
1989,136,1278,1243,R1W6,greensboro,36.08,-79.8194,1,W,1278,1243
1989,136,1452,1397,R1W7,greensboro,36.08,-79.8194,1,W,1452,1397
1989,136,1112,1352,R1X1,indianapolis,39.791,-86.148,1,X,1352,1112
1989,136,1424,1225,R1X4,indianapolis,39.791,-86.148,1,X,1424,1225
1989,136,1177,1272,R1X5,indianapolis,39.791,-86.148,1,X,1272,1177
1989,136,1155,1388,R1X8,indianapolis,39.791,-86.148,1,X,1388,1155
1989,136,1228,1270,R1Y1,nashville,36.1667,-86.7833,1,Y,1270,1228
1989,136,1257,1114,R1Y4,nashville,36.1667,-86.7833,1,Y,1257,1114
1989,136,1116,1258,R1Y5,nashville,36.1667,-86.7833,1,Y,1258,1116
1989,136,1123,1338,R1Y8,nashville,36.1667,-86.7833,1,Y,1338,1123
1989,136,1328,1190,R1Z1,boise,43.6167,-116.2,1,Z,1328,1190
1989,136,1292,1199,R1Z4,boise,43.6167,-116.2,1,Z,1292,1199
1989,136,1438,1344,R1Z5,boise,43.6167,-116.2,1,Z,1438,1344
1989,136,1256,1247,R1Z8,boise,43.6167,-116.2,1,Z,1256,1247
1989,137,1207,1343,R1W1,providence,41.8236,-71.4222,1,W,1343,1207
1989,137,1234,1353,R1W4,providence,41.8236,-71.4222,1,W,1353,1234
1989,137,1301,1376,R1W5,providence,41.8236,-71.4222,1,W,1376,1301
1989,137,1323,1435,R1W8,providence,41.8236,-71.4222,1,W,1435,1323
1989,137,1231,1206,R1X2,dallas,32.7767,-96.797,1,X,1231,1206
1989,137,1371,1283,R1X3,dallas,32.7767,-96.797,1,X,1371,1283
1989,137,1191,1333,R1X6,dallas,32.7767,-96.797,1,X,1333,1191
1989,137,1431,1261,R1X7,dallas,32.7767,-96.797,1,X,1431,1261
1989,137,1393,1137,R1Y2,atlanta,33.755,-84.39,1,Y,1393,1137
1989,137,1281,1166,R1Y3,atlanta,33.755,-84.39,1,Y,1281,1166
1989,137,1400,1210,R1Y6,atlanta,33.755,-84.39,1,Y,1400,1210
1989,137,1161,1196,R1Y7,atlanta,33.755,-84.39,1,Y,1196,1161
1989,137,1314,1380,R1Z2,tucson,32.2217,-110.9264,1,Z,1380,1314
1989,137,1276,1462,R1Z3,tucson,32.2217,-110.9264,1,Z,1462,1276
1989,137,1375,1104,R1Z6,tucson,32.2217,-110.9264,1,Z,1375,1104
1989,137,1417,1235,R1Z7,tucson,32.2217,-110.9264,1,Z,1417,1235
1989,138,1181,1452,R2W2,greensboro,36.08,-79.8194,2,W,1452,1181
1989,138,1278,1373,R2W3,greensboro,36.08,-79.8194,2,W,1373,1278
1989,138,1112,1155,R2X1,indianapolis,39.791,-86.148,2,X,1155,1112
1989,138,1424,1177,R2X4,indianapolis,39.791,-86.148,2,X,1424,1177
1989,138,1228,1123,R2Y1,nashville,36.1667,-86.7833,2,Y,1228,1123
1989,138,1257,1116,R2Y4,nashville,36.1667,-86.7833,2,Y,1257,1116
1989,138,1328,1256,R2Z1,boise,43.6167,-116.2,2,Z,1328,1256
1989,138,1438,1292,R2Z4,boise,43.6167,-116.2,2,Z,1438,1292
1989,139,1207,1323,R2W1,providence,41.8236,-71.4222,2,W,1323,1207
1989,139,1301,1234,R2W4,providence,41.8236,-71.4222,2,W,1301,1234
1989,139,1231,1431,R2X2,dallas,32.7767,-96.797,2,X,1431,1231
1989,139,1371,1191,R2X3,dallas,32.7767,-96.797,2,X,1371,1191
1989,139,1393,1161,R2Y2,atlanta,33.755,-84.39,2,Y,1393,1161
1989,139,1281,1400,R2Y3,atlanta,33.755,-84.39,2,Y,1400,1281
1989,139,1314,1417,R2Z2,tucson,32.2217,-110.9264,2,Z,1417,1314
1989,139,1276,1375,R2Z3,tucson,32.2217,-110.9264,2,Z,1375,1276
1989,143,1424,1112,R3X1,minneapolis,44.9778,-93.265,3,X,1424,1112
1989,143,1371,1231,R3X2,minneapolis,44.9778,-93.265,3,X,1371,1231
1989,143,1438,1328,R3Z1,denver,39.7392,-104.9903,3,Z,1438,1328
1989,143,1276,1314,R3Z2,denver,39.7392,-104.9903,3,Z,1314,1276
1989,144,1207,1301,R3W1,east_rutherford,40.8171,-74.085,3,W,1301,1207
1989,144,1181,1278,R3W2,east_rutherford,40.8171,-74.085,3,W,1278,1181
1989,144,1228,1257,R3Y1,lexington,38.0297,-84.4947,3,Y,1257,1228
1989,144,1393,1281,R3Y2,lexington,38.0297,-84.4947,3,Y,1393,1281
1989,145,1371,1424,R4X1,minneapolis,44.9778,-93.265,4,X,1424,1371
1989,145,1276,1438,R4Z1,denver,39.7392,-104.9903,4,Z,1438,1276
1989,146,1181,1207,R4W1,east_rutherford,40.8171,-74.085,4,W,1207,1181
1989,146,1228,1393,R4Y1,lexington,38.0297,-84.4947,4,Y,1393,1228
1989,152,1371,1181,R5WX,seattle,47.6097,-122.3331,5,W,1371,1181
1989,152,1276,1228,R5YZ,seattle,47.6097,-122.3331,5,Y,1276,1228
1989,154,1276,1371,R6CH,seattle,47.6097,-122.3331,6,C,1371,1276
1990,136,1163,1131,R1W1,hartford,41.7627,-72.6743,1,W,1163,1131
1990,136,1247,1379,R1W4,hartford,41.7627,-72.6743,1,W,1379,1247
1990,136,1155,1140,R1W5,hartford,41.7627,-72.6743,1,W,1155,1140
1990,136,1143,1231,R1W8,hartford,41.7627,-72.6743,1,W,1231,1143
1990,136,1328,1406,R1X1,austin,30.25,-97.75,1,X,1406,1328
1990,136,1116,1343,R1X4,austin,30.25,-97.75,1,X,1343,1116
1990,136,1173,1228,R1X5,austin,30.25,-97.75,1,X,1228,1173
1990,136,1314,1283,R1X8,austin,30.25,-97.75,1,X,1314,1283
1990,136,1277,1293,R1Y1,knoxville,35.9728,-83.9422,1,Y,1293,1277
1990,136,1210,1190,R1Y4,knoxville,35.9728,-83.9422,1,Y,1210,1190
1990,136,1261,1437,R1Y5,knoxville,35.9728,-83.9422,1,Y,1437,1261
1990,136,1364,1222,R1Y8,knoxville,35.9728,-83.9422,1,Y,1364,1222
1990,136,1424,1114,R1Z1,salt_lake_city,40.75,-111.8833,1,Z,1424,1114
