CityId,City,State,LatHost,LngHost,ElevationMetersHost,TimezoneName,UTCOffsetHours
4182,Lahaina,HI,20.8783333,-156.6825,0.747169554,Hawaii-Aleutian Standard Time,-10
4183,Lake Buena Vista,FL,28.3695351,-81.5261474,30.38841629,Eastern Daylight Time,-4
4184,Lake Charles,LA,30.2265949,-93.2173758,4.352334499,Central Daylight Time,-5
4185,Lakeland,FL,28.0394654,-81.9498042,59.4571991,Eastern Daylight Time,-4
4186,Laramie,WY,41.3113669,-105.5911007,2184.62793,Mountain Daylight Time,-6
4187,Las Cruces,NM,32.3199396,-106.7636538,1217.035522,Mountain Daylight Time,-6
4188,Las Vegas,NV,36.1699412,-115.1398296,611.3375244,Pacific Daylight Time,-7
4189,Lawrence,KS,38.9716689,-95.2352501,263.9754639,Central Daylight Time,-5
4190,Lawrenceville,NJ,40.3016375,-74.7361013,57.21894455,Eastern Daylight Time,-4
4191,Lewisburg,PA,40.9645293,-76.8844101,143.1148224,Eastern Daylight Time,-4
4192,Lewiston,NY,43.1919494,-78.9853813,105.734436,Eastern Daylight Time,-4
4193,Lexington,KY,38.0405837,-84.5037164,291.1369324,Eastern Daylight Time,-4
4194,Lexington,VA,37.7840208,-79.4428157,320.1503296,Eastern Daylight Time,-4
4195,Lincoln,NE,40.813616,-96.7025955,355.971344,Central Daylight Time,-5
4196,Little Rock,AR,34.7464809,-92.2895948,102.1804123,Central Daylight Time,-5
4197,Logan,UT,41.7369803,-111.8338359,1379.981812,Mountain Daylight Time,-6
4198,Long Beach,CA,33.7700504,-118.1937395,9.874851227,Pacific Daylight Time,-7
4199,Loretto,PA,40.5031263,-78.630296,591.2216187,Eastern Daylight Time,-4
4200,Lorman,MS,31.8204396,-91.0501057,66.88982391,Central Daylight Time,-5
4201,Los Angeles,CA,34.0522342,-118.2436849,86.84709167,Pacific Daylight Time,-7
4202,Loudonville,NY,42.7048009,-73.7548424,106.2772675,Eastern Daylight Time,-4
4203,Louisville,KY,38.2526647,-85.7584557,140.6603088,Eastern Daylight Time,-4
4204,Lowell,MA,42.6334247,-71.3161718,35.6570549,Eastern Daylight Time,-4
4205,Lubbock,TX,33.5778631,-101.8551665,975.9893799,Central Daylight Time,-5
4206,Lynchburg,VA,37.4137536,-79.1422464,195.8340912,Eastern Daylight Time,-4
4207,Macomb,IL,40.4592076,-90.6717971,214.4173737,Central Daylight Time,-5
4208,Macon,GA,32.8406946,-83.6324022,113.2749863,Eastern Daylight Time,-4
4209,Madison,WI,43.0730517,-89.4012302,266.2826538,Central Daylight Time,-5
4210,Malibu,CA,34.0259216,-118.7797571,36.9681778,Pacific Daylight Time,-7
4211,Manhattan,KS,39.1836082,-96.5716694,311.8172913,Central Daylight Time,-5
4212,Martin,TN,36.3433965,-88.8503379,124.5428848,Central Daylight Time,-5
4213,Memphis,TN,35.1495343,-90.0489801,79.1960144,Central Daylight Time,-5
4214,Miami,FL,25.7616798,-80.1917902,0.536887228,Eastern Daylight Time,-4
4215,Milwaukee,WI,43.0389025,-87.9064736,187.2318573,Central Daylight Time,-5
4216,Minneapolis,MN,44.977753,-93.2650108,254.7844543,Central Daylight Time,-5
4217,Missoula,MT,46.8721284,-113.9940314,976.9442139,Mountain Daylight Time,-6
4218,Mobile,AL,30.6953657,-88.0398912,1.415021658,Central Daylight Time,-5
4219,Monroe,LA,32.5093109,-92.1193012,23.22146988,Central Daylight Time,-5
4220,Montgomery,AL,32.3792233,-86.3077368,55.44139862,Central Daylight Time,-5
4221,Moon Township,PA,40.5169767,-80.2213477,347.6758728,Eastern Daylight Time,-4
4222,Moraga,CA,37.8349263,-122.1296871,149.2892609,Pacific Daylight Time,-7
4223,Morehead,KY,38.1839705,-83.4326841,224.0564117,Eastern Daylight Time,-4
4224,Morgantown,WV,39.629526,-79.9558968,270.966095,Eastern Daylight Time,-4
4225,Moscow,ID,46.7323875,-117.000165,787.0984497,Pacific Daylight Time,-7
4226,Mt. Pleasant,MI,43.5978075,-84.7675139,234.9934387,Eastern Daylight Time,-4
4227,Muncie,IN,40.1933767,-85.3863599,289.8502197,Eastern Daylight Time,-4
4228,Murfreesboro,TN,35.8456213,-86.39027,186.3271484,Central Daylight Time,-5
4229,Murray,KY,36.6103334,-88.314761,165.1516418,Central Daylight Time,-5
4230,Myrtle Beach,SC,33.6890603,-78.8866943,8.438035011,Eastern Daylight Time,-4
4231,Nacogdoches,TX,31.6035129,-94.6554874,91.31220245,Central Daylight Time,-5
4232,Nampa,ID,43.5788175,-116.55978,757.5085449,Mountain Daylight Time,-6
4233,Nashville,TN,36.1626638,-86.7816016,152.9394073,Central Daylight Time,-5
4234,Natchitoches,LA,31.7607195,-93.0862749,36.47224426,Central Daylight Time,-5
4235,New Britain,CT,41.6612104,-72.7795419,51.09162521,Eastern Daylight Time,-4
4236,New Haven,CT,41.308274,-72.9278835,12.35730648,Eastern Daylight Time,-4
4237,New Orleans,LA,29.9510658,-90.0715323,0.521789134,Central Daylight Time,-5
4238,New Rochelle,NY,40.9114882,-73.7823549,27.33980751,Eastern Daylight Time,-4
4239,New York,NY,40.7127753,-74.0059728,13.36520863,Eastern Daylight Time,-4
4240,Newark,DE,39.6837226,-75.7496572,38.2330246,Eastern Daylight Time,-4
4241,Newark,NJ,40.735657,-74.1723667,9.807595253,Eastern Daylight Time,-4
4242,Niagara Falls,NY,43.0962143,-79.0377388,176.6798248,Eastern Daylight Time,-4
4243,Niceville,FL,30.5168639,-86.482172,12.20206928,Central Daylight Time,-5
4244,Norfolk,VA,36.8507689,-76.2858726,4.641374111,Eastern Daylight Time,-4
4245,Normal,AL,34.7838409,-86.5722237,220.4321899,Central Daylight Time,-5
4246,Normal,IL,40.5142026,-88.9906312,245.8200226,Central Daylight Time,-5
4247,Norman,OK,35.2225668,-97.4394777,357.8013611,Central Daylight Time,-5
4248,North Little Rock,AR,34.769536,-92.2670941,83.15779877,Central Daylight Time,-5
4249,Northridge,CA,34.2381251,-118.530123,263.8038025,Pacific Daylight Time,-7
4250,Notre Dame,IN,41.7055716,-86.2353388,220.7359161,Eastern Daylight Time,-4
4251,Oakland,CA,37.8043637,-122.2711137,13.02748013,Pacific Daylight Time,-7
4252,Oakland City,IN,38.3386591,-87.3450132,139.9906006,Central Daylight Time,-5
4253,Ogden,UT,41.223,-111.9738304,1312.046875,Mountain Daylight Time,-6
4254,Oklahoma City,OK,35.4675602,-97.5164276,366,Central Daylight Time,-5
4255,Omaha,NE,41.2565369,-95.9345034,315.6446228,Central Daylight Time,-5
4256,Orangeburg,SC,33.4918203,-80.8556476,73.92286682,Eastern Daylight Time,-4
4257,Orem,UT,40.2968979,-111.6946475,1453.875854,Mountain Daylight Time,-6
4258,Orlando,FL,28.5383355,-81.3792365,31.28126144,Eastern Daylight Time,-4
4259,Orono,ME,44.8831125,-68.6719411,38.10168457,Eastern Daylight Time,-4
4260,Oxford,MS,34.3664951,-89.5192484,156.1234436,Central Daylight Time,-5
4261,Oxford,OH,39.5069974,-84.745231,280.8930054,Eastern Daylight Time,-4
4262,Paradise,NV,36.0971945,-115.1466648,626.1868896,Pacific Daylight Time,-7
4263,Paradise Island,BA,25.0821287,-77.3134431,9.704257965,Eastern Daylight Time,-4
4264,Pearl Harbor-Hickam,HI,21.348698,-157.9440178,7.947715282,Hawaii-Aleutian Standard Time,-10
4265,Peoria,IL,40.6936488,-89.5889864,153.0057526,Central Daylight Time,-5
4266,Philadelphia,PA,39.9525839,-75.1652215,14.32654095,Eastern Daylight Time,-4
4267,Phoenix,AZ,33.4483771,-112.0740373,331.5245056,Mountain Standard Time,-7
4268,Pine Bluff,AR,34.2284312,-92.0031955,68.72623444,Central Daylight Time,-5
4269,Piscataway,NJ,40.554887,-74.4642861,19.98725891,Eastern Daylight Time,-4
4270,Pittsburgh,PA,40.4406248,-79.9958864,233.2363739,Eastern Daylight Time,-4
4271,Playa del Carmen,MX,20.6295586,-87.0738851,10.47855949,Central Standard Time,-6
4272,Pocatello,ID,42.8621042,-112.4506191,1360.286377,Mountain Daylight Time,-6
4273,Portland,ME,43.6590993,-70.2568189,19.09879875,Eastern Daylight Time,-4
4274,Portland,OR,45.5122308,-122.6587185,16.83182335,Pacific Daylight Time,-7
4275,Poughkeepsie,NY,41.7003713,-73.9209701,61.59982681,Eastern Daylight Time,-4
4276,Prairie View,TX,30.0932737,-95.9877339,83.11751556,Central Daylight Time,-5
4277,Presbyterian,SC,34.9584318,-81.8934452,227.6482391,Eastern Daylight Time,-4
4278,Prescott Valley,AZ,34.6100243,-112.315721,1528.524902,Mountain Standard Time,-7
4279,Princess Anne,MD,38.2028993,-75.692427,4.806944847,Eastern Daylight Time,-4
4280,Princeton,NJ,40.3572976,-74.6672226,41.39227295,Eastern Daylight Time,-4
4281,Providence,RI,41.8239891,-71.4128343,2.790159702,Eastern Daylight Time,-4
4282,Provo,UT,40.2338438,-111.6585337,1386.558228,Mountain Daylight Time,-6
4283,Puerto Vallarta,MX,20.653407,-105.2253316,7.704025745,Central Standard Time,-6
4284,Pullman,WA,46.7297771,-117.1817377,715.9334717,Pacific Daylight Time,-7
4285,Queens,NY,40.7282239,-73.7948516,18.1076889,Eastern Daylight Time,-4
4286,Radford,VA,37.1317924,-80.5764477,567.3776855,Eastern Daylight Time,-4
4287,Raleigh,NC,35.7795897,-78.6381787,105.6290054,Eastern Daylight Time,-4
4288,Ramstein-Miesenbach,GY,49.44995,7.5654,250.7034149,Central European Standard Time,1
4289,Rapid City,SD,44.0805434,-103.2310149,987.7908325,Mountain Daylight Time,-6
4290,Reno,NV,39.5296329,-119.8138027,1371.919312,Pacific Daylight Time,-7
4291,Richmond,KY,37.7478572,-84.2946539,289.6481018,Eastern Daylight Time,-4
4292,Richmond,VA,37.5407246,-77.4360481,51.94340515,Eastern Daylight Time,-4
4293,Riverdale,NY,40.8940853,-73.9109977,50.2954216,Eastern Daylight Time,-4
4294,Riverside,CA,33.9806005,-117.3754942,258.8373718,Pacific Daylight Time,-7
4295,Rochester,MI,42.680588,-83.1338214,230.1312256,Eastern Daylight Time,-4
4296,Rochester,NY,43.1565779,-77.6088465,159.2595978,Eastern Daylight Time,-4
4297,Rock Hill,SC,34.9248667,-81.0250784,206.3642731,Eastern Daylight Time,-4
4298,Rosemont,IL,41.9867507,-87.8721602,198.4229736,Central Daylight Time,-5
4299,Ruston,LA,32.5232053,-92.637927,101.3185883,Central Daylight Time,-5
4300,Sacramento,CA,38.5815719,-121.4943996,8.194785118,Pacific Daylight Time,-7
4301,Salt Lake City,UT,40.7607793,-111.8910474,1300.004517,Mountain Daylight Time,-6
4302,San Antonio,TX,29.4241219,-98.4936282,197.5839844,Central Daylight Time,-5
4303,San Diego,CA,32.715738,-117.1610838,15.22497749,Pacific Daylight Time,-7
4304,San Francisco,CA,37.7749295,-122.4194155,15.55781937,Pacific Daylight Time,-7
4305,San Jose,CA,37.3382082,-121.8863286,24.55533409,Pacific Daylight Time,-7
4307,San Juan,PR,18.4655394,-66.1057355,2.999906778,Atlantic Standard Time,-4
4308,San Luis Obispo,CA,35.2827524,-120.6596156,69.10917664,Pacific Daylight Time,-7
4309,San Marcos,TX,29.8832749,-97.9413941,189.8126221,Central Daylight Time,-5
4310,Santa Barbara,CA,34.4208305,-119.6981901,11.89020061,Pacific Daylight Time,-7
4311,Santa Clara,CA,37.3541079,-121.9552356,22.02380753,Pacific Daylight Time,-7
4312,Savannah,GA,32.0808989,-81.091203,13.97358322,Eastern Daylight Time,-4
4313,Seattle,WA,47.6062095,-122.3320708,56.08481598,Pacific Daylight Time,-7
4314,Shanghai,CH,31.2303904,121.4737021,15.85985374,China Standard Time,8
4315,Shreveport,LA,32.5251516,-93.7501789,47.26740265,Central Daylight Time,-5
4316,Sioux Falls,SD,43.5473028,-96.728333,430.595459,Central Daylight Time,-5
4317,Smithfield,RI,41.9220496,-71.5495101,78.31209564,Eastern Daylight Time,-4
