"RowId","Tournament","Bracket","Slot","Team"
292,"M",3,"R2Y1","Y01"
293,"M",3,"R2Y4","Y04"
294,"M",3,"R2Y3","Y03"
295,"M",3,"R2Y2","Y02"
296,"M",3,"R2Z1","Z01"
297,"M",3,"R2Z4","Z12"
298,"M",3,"R2Z3","Z11"
299,"M",3,"R2Z2","Z02"
300,"M",3,"R3W1","W04"
301,"M",3,"R3W2","W06"
302,"M",3,"R3X1","X05"
303,"M",3,"R3X2","X02"
304,"M",3,"R3Y1","Y01"
305,"M",3,"R3Y2","Y02"
306,"M",3,"R3Z1","Z12"
307,"M",3,"R3Z2","Z02"
308,"M",3,"R4W1","W06"
309,"M",3,"R4X1","X05"
310,"M",3,"R4Y1","Y01"
311,"M",3,"R4Z1","Z12"
312,"M",3,"R5WX","W06"
313,"M",3,"R5YZ","Y01"
314,"M",3,"R6CH","Y01"
315,"W",3,"R1W1","W01"
316,"W",3,"R1W8","W08"
317,"W",3,"R1W5","W05"
318,"W",3,"R1W4","W04"
319,"W",3,"R1W6","W11"
320,"W",3,"R1W3","W03"
321,"W",3,"R1W7","W10"
322,"W",3,"R1W2","W02"
323,"W",3,"R1X1","X01"
324,"W",3,"R1X8","X09"
325,"W",3,"R1X5","X05"
326,"W",3,"R1X4","X04"
327,"W",3,"R1X6","X06"
328,"W",3,"R1X3","X03"
329,"W",3,"R1X7","X07"
330,"W",3,"R1X2","X02"
331,"W",3,"R1Y1","Y01"
332,"W",3,"R1Y8","Y09"
333,"W",3,"R1Y5","Y05"
334,"W",3,"R1Y4","Y04"
335,"W",3,"R1Y6","Y06"
336,"W",3,"R1Y3","Y03"
337,"W",3,"R1Y7","Y10"
338,"W",3,"R1Y2","Y02"
339,"W",3,"R1Z1","Z01"
340,"W",3,"R1Z8","Z08"
341,"W",3,"R1Z5","Z12"
342,"W",3,"R1Z4","Z04"
343,"W",3,"R1Z6","Z06"
344,"W",3,"R1Z3","Z03"
345,"W",3,"R1Z7","Z07"
346,"W",3,"R1Z2","Z02"
347,"W",3,"R2W1","W01"
348,"W",3,"R2W4","W04"
349,"W",3,"R2W3","W03"
350,"W",3,"R2W2","W02"
351,"W",3,"R2X1","X01"
352,"W",3,"R2X4","X04"
353,"W",3,"R2X3","X03"
354,"W",3,"R2X2","X02"
355,"W",3,"R2Y1","Y01"
356,"W",3,"R2Y4","Y04"
357,"W",3,"R2Y3","Y03"
358,"W",3,"R2Y2","Y02"
359,"W",3,"R2Z1","Z01"
360,"W",3,"R2Z4","Z04"
361,"W",3,"R2Z3","Z03"
362,"W",3,"R2Z2","Z02"
363,"W",3,"R3W1","W01"
364,"W",3,"R3W2","W03"
365,"W",3,"R3X1","X04"
366,"W",3,"R3X2","X02"
367,"W",3,"R3Y1","Y04"
368,"W",3,"R3Y2","Y03"
369,"W",3,"R3Z1","Z01"
370,"W",3,"R3Z2","Z03"
371,"W",3,"R4W1","W01"
372,"W",3,"R4X1","X04"
373,"W",3,"R4Y1","Y03"
374,"W",3,"R4Z1","Z01"
375,"W",3,"R5WX","W01"
376,"W",3,"R5YZ","Y03"
377,"W",3,"R6CH","Y03"
378,"M",4,"R1W1","W16"
379,"M",4,"R1W8","W08"
380,"M",4,"R1W5","W05"
381,"M",4,"R1W4","W13"
382,"M",4,"R1W6","W06"
383,"M",4,"R1W3","W14"
384,"M",4,"R1W7","W07"
385,"M",4,"R1W2","W15"
386,"M",4,"R1X1","X01"
387,"M",4,"R1X8","X08"
388,"M",4,"R1X5","X05"
389,"M",4,"R1X4","X13"
390,"M",4,"R1X6","X06"
391,"M",4,"R1X3","X03"
392,"M",4,"R1X7","X10"
393,"M",4,"R1X2","X02"
394,"M",4,"R1Y1","Y01"
395,"M",4,"R1Y8","Y09"
396,"M",4,"R1Y5","Y05"
397,"M",4,"R1Y4","Y04"
398,"M",4,"R1Y6","Y06"
399,"M",4,"R1Y3","Y03"
400,"M",4,"R1Y7","Y10"
401,"M",4,"R1Y2","Y02"
402,"M",4,"R1Z1","Z01"
403,"M",4,"R1Z8","Z09"
404,"M",4,"R1Z5","Z05"
405,"M",4,"R1Z4","Z04"
406,"M",4,"R1Z6","Z06"
407,"M",4,"R1Z3","Z03"
408,"M",4,"R1Z7","Z10"
409,"M",4,"R1Z2","Z15"
410,"M",4,"R2W1","W08"
411,"M",4,"R2W4","W05"
412,"M",4,"R2W3","W06"
413,"M",4,"R2W2","W15"
414,"M",4,"R2X1","X08"
415,"M",4,"R2X4","X05"
416,"M",4,"R2X3","X06"
417,"M",4,"R2X2","X02"
418,"M",4,"R2Y1","Y01"
419,"M",4,"R2Y4","Y04"
420,"M",4,"R2Y3","Y03"
421,"M",4,"R2Y2","Y02"
422,"M",4,"R2Z1","Z01"
423,"M",4,"R2Z4","Z05"
424,"M",4,"R2Z3","Z03"
425,"M",4,"R2Z2","Z15"
426,"M",4,"R3W1","W08"
427,"M",4,"R3W2","W06"
428,"M",4,"R3X1","X05"
429,"M",4,"R3X2","X02"
430,"M",4,"R3Y1","Y01"
431,"M",4,"R3Y2","Y03"
432,"M",4,"R3Z1","Z01"
433,"M",4,"R3Z2","Z03"
434,"M",4,"R4W1","W06"
435,"M",4,"R4X1","X02"
436,"M",4,"R4Y1","Y03"
437,"M",4,"R4Z1","Z03"
438,"M",4,"R5WX","X02"
439,"M",4,"R5YZ","Y03"
440,"M",4,"R6CH","Y03"
441,"W",4,"R1W1","W01"
442,"W",4,"R1W8","W08"
443,"W",4,"R1W5","W05"
444,"W",4,"R1W4","W04"
445,"W",4,"R1W6","W06"
446,"W",4,"R1W3","W03"
447,"W",4,"R1W7","W07"
448,"W",4,"R1W2","W02"
449,"W",4,"R1X1","X01"
450,"W",4,"R1X8","X09"
451,"W",4,"R1X5","X05"
452,"W",4,"R1X4","X04"
453,"W",4,"R1X6","X06"
454,"W",4,"R1X3","X03"
455,"W",4,"R1X7","X07"
456,"W",4,"R1X2","X02"
457,"W",4,"R1Y1","Y01"
458,"W",4,"R1Y8","Y09"
459,"W",4,"R1Y5","Y05"
460,"W",4,"R1Y4","Y04"
461,"W",4,"R1Y6","Y06"
462,"W",4,"R1Y3","Y03"
463,"W",4,"R1Y7","Y07"
464,"W",4,"R1Y2","Y02"
465,"W",4,"R1Z1","Z01"
466,"W",4,"R1Z8","Z08"
467,"W",4,"R1Z5","Z05"
468,"W",4,"R1Z4","Z04"
469,"W",4,"R1Z6","Z06"
470,"W",4,"R1Z3","Z03"
471,"W",4,"R1Z7","Z07"
472,"W",4,"R1Z2","Z02"
473,"W",4,"R2W1","W01"
474,"W",4,"R2W4","W04"
475,"W",4,"R2W3","W03"
476,"W",4,"R2W2","W02"
477,"W",4,"R2X1","X01"
478,"W",4,"R2X4","X04"
479,"W",4,"R2X3","X03"
480,"W",4,"R2X2","X02"
481,"W",4,"R2Y1","Y01"
482,"W",4,"R2Y4","Y04"
483,"W",4,"R2Y3","Y03"
484,"W",4,"R2Y2","Y02"
485,"W",4,"R2Z1","Z01"
486,"W",4,"R2Z4","Z05"
487,"W",4,"R2Z3","Z03"
488,"W",4,"R2Z2","Z02"
489,"W",4,"R3W1","W01"
490,"W",4,"R3W2","W03"
491,"W",4,"R3X1","X04"
492,"W",4,"R3X2","X02"
493,"W",4,"R3Y1","Y04"
494,"W",4,"R3Y2","Y03"
495,"W",4,"R3Z1","Z01"
496,"W",4,"R3Z2","Z03"
497,"W",4,"R4W1","W01"
498,"W",4,"R4X1","X02"
499,"W",4,"R4Y1","Y03"
500,"W",4,"R4Z1","Z01"
501,"W",4,"R5WX","X02"
502,"W",4,"R5YZ","Y03"
503,"W",4,"R6CH","Y03"
504,"M",5,"R1W1","W01"
505,"M",5,"R1W8","W08"
506,"M",5,"R1W5","W05"
507,"M",5,"R1W4","W04"
508,"M",5,"R1W6","W11"
509,"M",5,"R1W3","W03"
510,"M",5,"R1W7","W10"
511,"M",5,"R1W2","W02"
512,"M",5,"R1X1","X01"
513,"M",5,"R1X8","X08"
514,"M",5,"R1X5","X05"
515,"M",5,"R1X4","X04"
516,"M",5,"R1X6","X11"
517,"M",5,"R1X3","X03"
518,"M",5,"R1X7","X07"
519,"M",5,"R1X2","X02"
520,"M",5,"R1Y1","Y01"
521,"M",5,"R1Y8","Y09"
522,"M",5,"R1Y5","Y05"
523,"M",5,"R1Y4","Y13"
524,"M",5,"R1Y6","Y06"
525,"M",5,"R1Y3","Y03"
526,"M",5,"R1Y7","Y07"
527,"M",5,"R1Y2","Y02"
528,"M",5,"R1Z1","Z01"
529,"M",5,"R1Z8","Z09"
530,"M",5,"R1Z5","Z05"
531,"M",5,"R1Z4","Z04"
532,"M",5,"R1Z6","Z11"
533,"M",5,"R1Z3","Z03"
534,"M",5,"R1Z7","Z10"
535,"M",5,"R1Z2","Z02"
536,"M",5,"R2W1","W01"
537,"M",5,"R2W4","W04"
538,"M",5,"R2W3","W03"
539,"M",5,"R2W2","W10"
540,"M",5,"R2X1","X01"
541,"M",5,"R2X4","X05"
542,"M",5,"R2X3","X03"
543,"M",5,"R2X2","X02"
544,"M",5,"R2Y1","Y09"
545,"M",5,"R2Y4","Y05"
546,"M",5,"R2Y3","Y03"
547,"M",5,"R2Y2","Y02"
548,"M",5,"R2Z1","Z01"
549,"M",5,"R2Z4","Z05"
550,"M",5,"R2Z3","Z03"
551,"M",5,"R2Z2","Z02"
552,"M",5,"R3W1","W01"
553,"M",5,"R3W2","W03"
554,"M",5,"R3X1","X01"
555,"M",5,"R3X2","X02"
556,"M",5,"R3Y1","Y09"
557,"M",5,"R3Y2","Y02"
558,"M",5,"R3Z1","Z01"
559,"M",5,"R3Z2","Z03"
560,"M",5,"R4W1","W03"
561,"M",5,"R4X1","X01"
562,"M",5,"R4Y1","Y02"
563,"M",5,"R4Z1","Z03"
564,"M",5,"R5WX","W03"
565,"M",5,"R5YZ","Y02"
566,"M",5,"R6CH","W03"
567,"W",5,"R1W1","W01"
568,"W",5,"R1W8","W08"
569,"W",5,"R1W5","W05"
570,"W",5,"R1W4","W04"
571,"W",5,"R1W6","W11"
572,"W",5,"R1W3","W03"
573,"W",5,"R1W7","W07"
574,"W",5,"R1W2","W02"
575,"W",5,"R1X1","X01"
576,"W",5,"R1X8","X08"
577,"W",5,"R1X5","X05"
578,"W",5,"R1X4","X04"
579,"W",5,"R1X6","X06"
580,"W",5,"R1X3","X03"
581,"W",5,"R1X7","X07"
582,"W",5,"R1X2","X02"
583,"W",5,"R1Y1","Y01"
584,"W",5,"R1Y8","Y09"
585,"W",5,"R1Y5","Y05"
586,"W",5,"R1Y4","Y04"
587,"W",5,"R1Y6","Y11"
588,"W",5,"R1Y3","Y03"
589,"W",5,"R1Y7","Y10"
590,"W",5,"R1Y2","Y02"
591,"W",5,"R1Z1","Z01"
592,"W",5,"R1Z8","Z08"
593,"W",5,"R1Z5","Z05"
594,"W",5,"R1Z4","Z04"
595,"W",5,"R1Z6","Z06"
596,"W",5,"R1Z3","Z03"
597,"W",5,"R1Z7","Z10"
598,"W",5,"R1Z2","Z15"
599,"W",5,"R2W1","W01"
600,"W",5,"R2W4","W04"
601,"W",5,"R2W3","W03"
602,"W",5,"R2W2","W02"
603,"W",5,"R2X1","X01"
604,"W",5,"R2X4","X04"
605,"W",5,"R2X3","X03"
606,"W",5,"R2X2","X02"
607,"W",5,"R2Y1","Y01"
608,"W",5,"R2Y4","Y04"
609,"W",5,"R2Y3","Y03"
610,"W",5,"R2Y2","Y02"
611,"W",5,"R2Z1","Z08"
612,"W",5,"R2Z4","Z04"
613,"W",5,"R2Z3","Z03"
614,"W",5,"R2Z2","Z10"
615,"W",5,"R3W1","W01"
616,"W",5,"R3W2","W02"
617,"W",5,"R3X1","X04"
618,"W",5,"R3X2","X02"
619,"W",5,"R3Y1","Y01"
620,"W",5,"R3Y2","Y02"
621,"W",5,"R3Z1","Z08"
622,"W",5,"R3Z2","Z03"
623,"W",5,"R4W1","W01"
624,"W",5,"R4X1","X02"
625,"W",5,"R4Y1","Y02"
626,"W",5,"R4Z1","Z03"
627,"W",5,"R5WX","X02"
628,"W",5,"R5YZ","Y02"
629,"W",5,"R6CH","Y02"
630,"M",6,"R1W1","W01"
631,"M",6,"R1W8","W09"
632,"M",6,"R1W5","W05"
633,"M",6,"R1W4","W13"
634,"M",6,"R1W6","W06"
635,"M",6,"R1W3","W14"
636,"M",6,"R1W7","W07"
637,"M",6,"R1W2","W02"
638,"M",6,"R1X1","X01"
639,"M",6,"R1X8","X08"
640,"M",6,"R1X5","X05"
641,"M",6,"R1X4","X04"
642,"M",6,"R1X6","X11"
643,"M",6,"R1X3","X03"
644,"M",6,"R1X7","X10"
645,"M",6,"R1X2","X02"
646,"M",6,"R1Y1","Y01"
647,"M",6,"R1Y8","Y08"
648,"M",6,"R1Y5","Y12"
649,"M",6,"R1Y4","Y13"
650,"M",6,"R1Y6","Y06"
651,"M",6,"R1Y3","Y03"
652,"M",6,"R1Y7","Y07"
653,"M",6,"R1Y2","Y02"
654,"M",6,"R1Z1","Z01"
655,"M",6,"R1Z8","Z08"
656,"M",6,"R1Z5","Z12"
657,"M",6,"R1Z4","Z04"
658,"M",6,"R1Z6","Z06"
659,"M",6,"R1Z3","Z03"
660,"M",6,"R1Z7","Z07"
661,"M",6,"R1Z2","Z02"
662,"M",6,"R2W1","W01"
663,"M",6,"R2W4","W05"
664,"M",6,"R2W3","W14"
665,"M",6,"R2W2","W07"
666,"M",6,"R2X1","X01"
667,"M",6,"R2X4","X04"
668,"M",6,"R2X3","X03"
669,"M",6,"R2X2","X10"
670,"M",6,"R2Y1","Y08"
671,"M",6,"R2Y4","Y12"
672,"M",6,"R2Y3","Y03"
673,"M",6,"R2Y2","Y02"
674,"M",6,"R2Z1","Z01"
675,"M",6,"R2Z4","Z04"
676,"M",6,"R2Z3","Z03"
677,"M",6,"R2Z2","Z07"
678,"M",6,"R3W1","W01"
679,"M",6,"R3W2","W14"
680,"M",6,"R3X1","X01"
681,"M",6,"R3X2","X10"
682,"M",6,"R3Y1","Y08"
683,"M",6,"R3Y2","Y02"
684,"M",6,"R3Z1","Z04"
685,"M",6,"R3Z2","Z03"
686,"M",6,"R4W1","W01"
687,"M",6,"R4X1","X01"
688,"M",6,"R4Y1","Y02"
689,"M",6,"R4Z1","Z04"
690,"M",6,"R5WX","X01"
691,"M",6,"R5YZ","Z04"
692,"M",6,"R6CH","X01"
693,"W",6,"R1W1","W16"
694,"W",6,"R1W8","W09"
695,"W",6,"R1W5","W05"
696,"W",6,"R1W4","W04"
697,"W",6,"R1W6","W11"
698,"W",6,"R1W3","W03"
699,"W",6,"R1W7","W07"
700,"W",6,"R1W2","W02"
701,"W",6,"R1X1","X01"
702,"W",6,"R1X8","X08"
703,"W",6,"R1X5","X05"
704,"W",6,"R1X4","X04"
705,"W",6,"R1X6","X11"
706,"W",6,"R1X3","X03"
707,"W",6,"R1X7","X10"
708,"W",6,"R1X2","X02"
709,"W",6,"R1Y1","Y01"
710,"W",6,"R1Y8","Y08"
711,"W",6,"R1Y5","Y05"
712,"W",6,"R1Y4","Y04"
713,"W",6,"R1Y6","Y11"
714,"W",6,"R1Y3","Y03"
715,"W",6,"R1Y7","Y10"
716,"W",6,"R1Y2","Y02"
717,"W",6,"R1Z1","Z01"
718,"W",6,"R1Z8","Z08"
719,"W",6,"R1Z5","Z12"
720,"W",6,"R1Z4","Z04"
721,"W",6,"R1Z6","Z06"
722,"W",6,"R1Z3","Z03"
723,"W",6,"R1Z7","Z10"
724,"W",6,"R1Z2","Z15"
725,"W",6,"R2W1","W09"
726,"W",6,"R2W4","W05"
727,"W",6,"R2W3","W03"
728,"W",6,"R2W2","W02"
729,"W",6,"R2X1","X01"
730,"W",6,"R2X4","X04"
731,"W",6,"R2X3","X03"
732,"W",6,"R2X2","X02"
733,"W",6,"R2Y1","Y01"
734,"W",6,"R2Y4","Y04"
735,"W",6,"R2Y3","Y03"
736,"W",6,"R2Y2","Y02"
737,"W",6,"R2Z1","Z01"
738,"W",6,"R2Z4","Z04"
739,"W",6,"R2Z3","Z03"
740,"W",6,"R2Z2","Z10"
741,"W",6,"R3W1","W09"
742,"W",6,"R3W2","W02"
743,"W",6,"R3X1","X04"
744,"W",6,"R3X2","X02"
745,"W",6,"R3Y1","Y01"
746,"W",6,"R3Y2","Y03"
747,"W",6,"R3Z1","Z04"
748,"W",6,"R3Z2","Z03"
749,"W",6,"R4W1","W02"
750,"W",6,"R4X1","X02"
751,"W",6,"R4Y1","Y01"
752,"W",6,"R4Z1","Z03"
753,"W",6,"R5WX","W02"
754,"W",6,"R5YZ","Y01"
755,"W",6,"R6CH","Y01"
756,"M",7,"R1W1","W01"
757,"M",7,"R1W8","W09"
758,"M",7,"R1W5","W05"
759,"M",7,"R1W4","W04"
760,"M",7,"R1W6","W06"
761,"M",7,"R1W3","W03"
762,"M",7,"R1W7","W10"
763,"M",7,"R1W2","W02"
764,"M",7,"R1X1","X01"
765,"M",7,"R1X8","X08"
766,"M",7,"R1X5","X05"
767,"M",7,"R1X4","X04"
768,"M",7,"R1X6","X06"
769,"M",7,"R1X3","X03"
770,"M",7,"R1X7","X10"
771,"M",7,"R1X2","X15"
772,"M",7,"R1Y1","Y16"
773,"M",7,"R1Y8","Y09"
774,"M",7,"R1Y5","Y05"
775,"M",7,"R1Y4","Y04"
