Season,Daynum,wTeam,lTeam,Slot,Host,lat,lng,Round,Region,Team1,Team2,Team1_Name,Team2_Name
1985,139,1272,1412,R2Y2,south_bend,41.6725,-86.2553,2,Y,1412,1272,UAB,Memphis
1985,139,1130,1181,R2Y3,south_bend,41.6725,-86.2553,2,Y,1181,1130,Duke,Boston College
1985,139,1437,1276,R2Z1,salt_lake_city,40.75,-111.8833,2,Z,1437,1276,Villanova,Michigan
1985,139,1268,1298,R2Z4,salt_lake_city,40.75,-111.8833,2,Z,1298,1268,Navy,Maryland
1985,143,1207,1260,R3W1,providence,41.8236,-71.4222,3,W,1260,1207,Loyola-Chicago,Georgetown
1985,143,1210,1228,R3W2,providence,41.8236,-71.4222,3,W,1228,1210,Illinois,Georgia Tech
1985,143,1328,1256,R3Y1,birmingham,33.525,-86.813,3,Y,1328,1256,Oklahoma,Louisiana Tech
1985,143,1272,1130,R3Y2,birmingham,33.525,-86.813,3,Y,1272,1130,Memphis,Boston College
1985,144,1385,1246,R3X1,dallas,32.7767,-96.797,3,X,1385,1246,St John's,Kentucky
1985,144,1301,1104,R3X2,dallas,32.7767,-96.797,3,X,1301,1104,NC State,Alabama
1985,144,1437,1268,R3Z1,denver,39.7392,-104.9903,3,Z,1437,1268,Villanova,Maryland
1985,144,1314,1120,R3Z2,denver,39.7392,-104.9903,3,Z,1314,1120,North Carolina,Auburn
1985,145,1207,1210,R4W1,providence,41.8236,-71.4222,4,W,1210,1207,Georgia Tech,Georgetown
1985,145,1272,1328,R4Y1,birmingham,33.525,-86.813,4,Y,1328,1272,Oklahoma,Memphis
1985,146,1385,1301,R4X1,dallas,32.7767,-96.797,4,X,1385,1301,St John's,NC State
1985,146,1437,1314,R4Z1,denver,39.7392,-104.9903,4,Z,1437,1314,Villanova,North Carolina
1985,152,1207,1385,R5WX,lexington,38.0297,-84.4947,5,W,1385,1207,St John's,Georgetown
1985,152,1437,1272,R5YZ,lexington,38.0297,-84.4947,5,Y,1437,1272,Villanova,Memphis
1985,154,1437,1207,R6CH,lexington,38.0297,-84.4947,6,C,1437,1207,Villanova,Georgetown
1986,136,1181,1290,R1W1,greensboro,36.08,-79.8194,1,W,1290,1181,MS Valley St,Duke
1986,136,1328,1318,R1W4,greensboro,36.08,-79.8194,1,W,1328,1318,Oklahoma,Northeastern
1986,136,1177,1438,R1W5,greensboro,36.08,-79.8194,1,W,1438,1177,Virginia,DePaul
1986,136,1330,1452,R1W8,greensboro,36.08,-79.8194,1,W,1452,1330,West Virginia,Old Dominion
1986,136,1242,1299,R1X1,dayton,39.7594,-84.1917,1,X,1299,1242,NC A&T,Kansas
1986,136,1207,1403,R1X4,dayton,39.7594,-84.1917,1,X,1403,1207,Texas Tech,Georgetown
1986,136,1277,1449,R1X5,dayton,39.7594,-84.1917,1,X,1449,1277,Washington,Michigan St
1986,136,1396,1239,R1X8,dayton,39.7594,-84.1917,1,X,1396,1239,Temple,Jacksonville
1986,136,1210,1265,R1Y2,baton_rouge,30.45,91.14,1,Y,1265,1210,Marist,Georgia Tech
1986,136,1272,1123,R1Y3,baton_rouge,30.45,91.14,1,Y,1272,1123,Memphis,Ball St
1986,136,1261,1345,R1Y6,baton_rouge,30.45,91.14,1,Y,1345,1261,Purdue,LSU
1986,136,1437,1439,R1Y7,baton_rouge,30.45,91.14,1,Y,1439,1437,Virginia Tech,Villanova
1986,136,1257,1180,R1Z2,ogden,41.2278,-111.9611,1,Z,1257,1180,Louisville,Drexel
1986,136,1314,1428,R1Z3,ogden,41.2278,-111.9611,1,Z,1428,1314,Utah,North Carolina
1986,136,1412,1281,R1Z6,ogden,41.2278,-111.9611,1,Z,1412,1281,UAB,Missouri
1986,136,1133,1431,R1Z7,ogden,41.2278,-111.9611,1,Z,1431,1133,UTEP,Bradley
1986,137,1393,1135,R1W2,syracuse,43.0469,-76.1444,1,W,1393,1135,Syracuse,Brown
1986,137,1156,1231,R1W3,syracuse,43.0469,-76.1444,1,W,1231,1156,Indiana,Cleveland St
1986,137,1386,1350,R1W6,syracuse,43.0469,-76.1444,1,W,1386,1350,St Joseph's PA,Richmond
1986,137,1298,1409,R1W7,syracuse,43.0469,-76.1444,1,W,1409,1298,Tulsa,Navy
1986,137,1276,1103,R1X2,minneapolis,44.9778,-93.265,1,X,1276,1103,Michigan,Akron
1986,137,1114,1323,R1X3,minneapolis,44.9778,-93.265,1,X,1323,1114,Notre Dame,Ark Little Rock
1986,137,1301,1234,R1X6,minneapolis,44.9778,-93.265,1,X,1301,1234,NC State,Iowa
1986,137,1235,1275,R1X7,minneapolis,44.9778,-93.265,1,X,1275,1235,Miami OH,Iowa St
1986,137,1246,1172,R1Y1,charlotte,35.2269,-80.8433,1,Y,1246,1172,Kentucky,Davidson
1986,137,1228,1193,R1Y4,charlotte,35.2269,-80.8433,1,Y,1228,1193,Illinois,Fairfield
1986,137,1104,1462,R1Y5,charlotte,35.2269,-80.8433,1,Y,1462,1104,Xavier,Alabama
1986,137,1443,1304,R1Y8,charlotte,35.2269,-80.8433,1,Y,1443,1304,WKU,Nebraska
1986,137,1385,1286,R1Z1,long_beach,33.7683,-118.1956,1,Z,1385,1286,St John's,Montana St
1986,137,1424,1419,R1Z4,long_beach,33.7683,-118.1956,1,Z,1424,1419,UNLV,ULM
1986,137,1268,1337,R1Z5,long_beach,33.7683,-118.1956,1,Z,1337,1268,Pepperdine,Maryland
1986,137,1120,1112,R1Z8,long_beach,33.7683,-118.1956,1,Z,1120,1112,Auburn,Arizona
1986,138,1181,1330,R2W1,greensboro,36.08,-79.8194,2,W,1330,1181,Old Dominion,Duke
1986,138,1177,1328,R2W4,greensboro,36.08,-79.8194,2,W,1328,1177,Oklahoma,DePaul
1986,138,1242,1396,R2X1,dayton,39.7594,-84.1917,2,X,1396,1242,Temple,Kansas
1986,138,1277,1207,R2X4,dayton,39.7594,-84.1917,2,X,1277,1207,Michigan St,Georgetown
1986,138,1210,1437,R2Y2,baton_rouge,30.45,91.14,2,Y,1437,1210,Villanova,Georgia Tech
1986,138,1261,1272,R2Y3,baton_rouge,30.45,91.14,2,Y,1272,1261,Memphis,LSU
1986,138,1257,1133,R2Z2,ogden,41.2278,-111.9611,2,Z,1257,1133,Louisville,Bradley
1986,138,1314,1412,R2Z3,ogden,41.2278,-111.9611,2,Z,1412,1314,UAB,North Carolina
1986,139,1298,1393,R2W2,syracuse,43.0469,-76.1444,2,W,1393,1298,Syracuse,Navy
1986,139,1156,1386,R2W3,syracuse,43.0469,-76.1444,2,W,1386,1156,St Joseph's PA,Cleveland St
1986,139,1235,1276,R2X2,minneapolis,44.9778,-93.265,2,X,1276,1235,Michigan,Iowa St
1986,139,1301,1114,R2X3,minneapolis,44.9778,-93.265,2,X,1301,1114,NC State,Ark Little Rock
1986,139,1246,1443,R2Y1,charlotte,35.2269,-80.8433,2,Y,1443,1246,WKU,Kentucky
1986,139,1104,1228,R2Y4,charlotte,35.2269,-80.8433,2,Y,1228,1104,Illinois,Alabama
1986,139,1120,1385,R2Z1,long_beach,33.7683,-118.1956,2,Z,1385,1120,St John's,Auburn
1986,139,1424,1268,R2Z4,long_beach,33.7683,-118.1956,2,Z,1424,1268,UNLV,Maryland
1986,143,1246,1104,R3Y1,atlanta,33.755,-84.39,3,Y,1246,1104,Kentucky,Alabama
1986,143,1261,1210,R3Y2,atlanta,33.755,-84.39,3,Y,1261,1210,LSU,Georgia Tech
1986,143,1120,1424,R3Z1,houston,29.7604,-95.3698,3,Z,1424,1120,UNLV,Auburn
1986,143,1257,1314,R3Z2,houston,29.7604,-95.3698,3,Z,1314,1257,North Carolina,Louisville
1986,144,1181,1177,R3W1,east_rutherford,40.8171,-74.085,3,W,1181,1177,Duke,DePaul
1986,144,1298,1156,R3W2,east_rutherford,40.8171,-74.085,3,W,1298,1156,Navy,Cleveland St
1986,144,1242,1277,R3X1,kansas_city,39.0997,-94.5783,3,X,1277,1242,Michigan St,Kansas
1986,144,1301,1235,R3X2,kansas_city,39.0997,-94.5783,3,X,1301,1235,NC State,Iowa St
1986,145,1261,1246,R4Y1,atlanta,33.755,-84.39,4,Y,1261,1246,LSU,Kentucky
1986,145,1257,1120,R4Z1,houston,29.7604,-95.3698,4,Z,1257,1120,Louisville,Auburn
1986,146,1181,1298,R4W1,east_rutherford,40.8171,-74.085,4,W,1298,1181,Navy,Duke
1986,146,1242,1301,R4X1,kansas_city,39.0997,-94.5783,4,X,1301,1242,NC State,Kansas
1986,152,1181,1242,R5WX,dallas,32.7767,-96.797,5,W,1242,1181,Kansas,Duke
1986,152,1257,1261,R5YZ,dallas,32.7767,-96.797,5,Y,1261,1257,LSU,Louisville
1986,154,1257,1181,R6CH,dallas,32.7767,-96.797,6,C,1257,1181,Louisville,Duke
1987,136,1314,1335,R1W1,charlotte,35.2269,-80.8433,1,W,1335,1314,Penn,North Carolina
1987,136,1395,1267,R1W4,charlotte,35.2269,-80.8433,1,W,1395,1267,TCU,Marshall
1987,136,1323,1292,R1W5,charlotte,35.2269,-80.8433,1,W,1323,1292,Notre Dame,MTSU
1987,136,1276,1298,R1W8,charlotte,35.2269,-80.8433,1,W,1298,1276,Navy,Michigan
1987,136,1104,1299,R1X2,chicago,41.8369,-87.6847,1,X,1299,1104,NC A&T,Alabama
1987,136,1122,1228,R1X3,chicago,41.8369,-87.6847,1,X,1228,1122,Illinois,Austin Peay
1987,136,1344,1412,R1X6,chicago,41.8369,-87.6847,1,X,1412,1344,UAB,Providence
1987,136,1309,1140,R1X7,chicago,41.8369,-87.6847,1,X,1309,1140,New Orleans,BYU
1987,136,1231,1193,R1Y1,atlanta,33.755,-84.39,1,Y,1231,1193,Indiana,Fairfield
1987,136,1462,1281,R1Y4,atlanta,33.755,-84.39,1,Y,1462,1281,Xavier,Missouri
1987,136,1181,1401,R1Y5,atlanta,33.755,-84.39,1,Y,1401,1181,Texas A&M,Duke
1987,136,1120,1360,R1Y8,atlanta,33.755,-84.39,1,Y,1360,1120,San Diego,Auburn
1987,136,1424,1226,R1Z1,salt_lake_city,40.75,-111.8833,1,Z,1424,1226,UNLV,Idaho St
1987,136,1417,1141,R1Z4,salt_lake_city,40.75,-111.8833,1,Z,1417,1141,UCLA,C Michigan
1987,136,1461,1438,R1Z5,salt_lake_city,40.75,-111.8833,1,Z,1461,1438,Wyoming,Virginia
1987,136,1243,1208,R1Z8,salt_lake_city,40.75,-111.8833,1,Z,1243,1208,Kansas St,Georgia
1987,137,1393,1204,R1W2,syracuse,43.0469,-76.1444,1,W,1393,1204,Syracuse,Ga Southern
1987,137,1345,1318,R1W3,syracuse,43.0469,-76.1444,1,W,1345,1318,Purdue,Northeastern
1987,137,1196,1301,R1W6,syracuse,43.0469,-76.1444,1,W,1301,1196,NC State,Florida
1987,137,1443,1452,R1W7,syracuse,43.0469,-76.1444,1,W,1452,1443,West Virginia,WKU
1987,137,1207,1137,R1X1,indianapolis,39.791,-86.148,1,X,1207,1137,Georgetown,Bucknell
1987,137,1283,1155,R1X4,indianapolis,39.791,-86.148,1,X,1283,1155,Missouri St,Clemson
1987,137,1242,1222,R1X5,indianapolis,39.791,-86.148,1,X,1242,1222,Kansas,Houston
1987,137,1326,1246,R1X8,indianapolis,39.791,-86.148,1,X,1326,1246,Ohio St,Kentucky
1987,137,1396,1380,R1Y2,birmingham,33.525,-86.813,1,Y,1396,1380,Temple,Southern Univ
1987,137,1177,1256,R1Y3,birmingham,33.525,-86.813,1,Y,1256,1177,Louisiana Tech,DePaul
1987,137,1385,1455,R1Y6,birmingham,33.525,-86.813,1,Y,1455,1385,Wichita St,St John's
1987,137,1261,1210,R1Y7,birmingham,33.525,-86.813,1,Y,1261,1210,LSU,Georgia Tech
1987,137,1234,1365,R1Z2,tucson,32.2217,-110.9264,1,Z,1365,1234,Santa Clara,Iowa
1987,137,1338,1265,R1Z3,tucson,32.2217,-110.9264,1,Z,1338,1265,Pittsburgh,Marist
1987,137,1328,1409,R1Z6,tucson,32.2217,-110.9264,1,Z,1409,1328,Tulsa,Oklahoma
1987,137,1431,1112,R1Z7,tucson,32.2217,-110.9264,1,Z,1431,1112,UTEP,Arizona
1987,138,1314,1276,R2W1,charlotte,35.2269,-80.8433,2,W,1314,1276,North Carolina,Michigan
1987,138,1323,1395,R2W4,charlotte,35.2269,-80.8433,2,W,1395,1323,TCU,Notre Dame
1987,138,1104,1309,R2X2,chicago,41.8369,-87.6847,2,X,1309,1104,New Orleans,Alabama
1987,138,1344,1122,R2X3,chicago,41.8369,-87.6847,2,X,1344,1122,Providence,Austin Peay
1987,138,1231,1120,R2Y1,atlanta,33.755,-84.39,2,Y,1231,1120,Indiana,Auburn
1987,138,1181,1462,R2Y4,atlanta,33.755,-84.39,2,Y,1462,1181,Xavier,Duke
1987,138,1424,1243,R2Z1,salt_lake_city,40.75,-111.8833,2,Z,1424,1243,UNLV,Kansas St
1987,138,1461,1417,R2Z4,salt_lake_city,40.75,-111.8833,2,Z,1461,1417,Wyoming,UCLA
1987,139,1393,1443,R2W2,syracuse,43.0469,-76.1444,2,W,1443,1393,WKU,Syracuse
1987,139,1196,1345,R2W3,syracuse,43.0469,-76.1444,2,W,1345,1196,Purdue,Florida
1987,139,1207,1326,R2X1,indianapolis,39.791,-86.148,2,X,1326,1207,Ohio St,Georgetown
1987,139,1242,1283,R2X4,indianapolis,39.791,-86.148,2,X,1283,1242,Missouri St,Kansas
1987,139,1261,1396,R2Y2,birmingham,33.525,-86.813,2,Y,1396,1261,Temple,LSU
1987,139,1177,1385,R2Y3,birmingham,33.525,-86.813,2,Y,1385,1177,St John's,DePaul
1987,139,1234,1431,R2Z2,tucson,32.2217,-110.9264,2,Z,1431,1234,UTEP,Iowa
1987,139,1328,1338,R2Z3,tucson,32.2217,-110.9264,2,Z,1338,1328,Pittsburgh,Oklahoma
1987,143,1314,1323,R3W1,east_rutherford,40.8171,-74.085,3,W,1323,1314,Notre Dame,North Carolina
1987,143,1393,1196,R3W2,east_rutherford,40.8171,-74.085,3,W,1393,1196,Syracuse,Florida
1987,143,1207,1242,R3X1,cincinnati,39.1,-84.5167,3,X,1242,1207,Kansas,Georgetown
1987,143,1344,1104,R3X2,cincinnati,39.1,-84.5167,3,X,1344,1104,Providence,Alabama
1987,144,1231,1181,R3Y1,louisville,38.25,-85.7667,3,Y,1231,1181,Indiana,Duke
1987,144,1261,1177,R3Y2,louisville,38.25,-85.7667,3,Y,1261,1177,LSU,DePaul
1987,144,1424,1461,R3Z1,seattle,47.6097,-122.3331,3,Z,1461,1424,Wyoming,UNLV
1987,144,1234,1328,R3Z2,seattle,47.6097,-122.3331,3,Z,1328,1234,Oklahoma,Iowa
1987,145,1393,1314,R4W1,east_rutherford,40.8171,-74.085,4,W,1393,1314,Syracuse,North Carolina
1987,145,1344,1207,R4X1,cincinnati,39.1,-84.5167,4,X,1344,1207,Providence,Georgetown
1987,146,1231,1261,R4Y1,louisville,38.25,-85.7667,4,Y,1261,1231,LSU,Indiana
1987,146,1424,1234,R4Z1,seattle,47.6097,-122.3331,4,Z,1424,1234,UNLV,Iowa
1987,152,1393,1344,R5WX,new_orleans,29.9667,-90.05,5,W,1393,1344,Syracuse,Providence
1987,152,1231,1424,R5YZ,new_orleans,29.9667,-90.05,5,Y,1424,1231,UNLV,Indiana
1987,154,1231,1393,R6CH,new_orleans,29.9667,-90.05,6,C,1393,1231,Syracuse,Indiana
1988,136,1181,1131,R1W2,chapel_hill,35.9333,-79.0333,1,W,1181,1131,Duke,Boston Univ
1988,136,1393,1299,R1W3,chapel_hill,35.9333,-79.0333,1,W,1393,1299,Syracuse,NC A&T
1988,136,1348,1281,R1W6,chapel_hill,35.9333,-79.0333,1,W,1348,1281,Rhode Island,Missouri
1988,136,1374,1323,R1W7,chapel_hill,35.9333,-79.0333,1,W,1374,1323,SMU,Notre Dame
1988,136,1345,1192,R1X1,south_bend,41.6725,-86.2553,1,X,1345,1192,Purdue,F Dickinson
1988,136,1243,1247,R1X4,south_bend,41.6725,-86.2553,1,X,1247,1243,La Salle,Kansas St
1988,136,1177,1455,R1X5,south_bend,41.6725,-86.2553,1,X,1455,1177,Wichita St,DePaul
1988,136,1272,1124,R1X8,south_bend,41.6725,-86.2553,1,X,1272,1124,Memphis,Baylor
1988,136,1328,1151,R1Y1,atlanta,33.755,-84.39,1,Y,1328,1151,Oklahoma,Chattanooga
1988,136,1140,1150,R1Y4,atlanta,33.755,-84.39,1,Y,1150,1140,Charlotte,BYU
1988,136,1257,1333,R1Y5,atlanta,33.755,-84.39,1,Y,1333,1257,Oregon St,Louisville
1988,136,1120,1133,R1Y8,atlanta,33.755,-84.39,1,Y,1133,1120,Bradley,Auburn
1988,136,1314,1317,R1Z2,salt_lake_city,40.75,-111.8833,1,Z,1317,1314,North Texas,North Carolina
1988,136,1276,1129,R1Z3,salt_lake_city,40.75,-111.8833,1,Z,1276,1129,Michigan,Boise St
1988,136,1196,1385,R1Z6,salt_lake_city,40.75,-111.8833,1,Z,1385,1196,St John's,Florida
1988,136,1258,1461,R1Z7,salt_lake_city,40.75,-111.8833,1,Z,1461,1258,Wyoming,Loy Marymount
1988,137,1396,1250,R1W1,hartford,41.7627,-72.6743,1,W,1396,1250,Temple,Lehigh
1988,137,1350,1231,R1W4,hartford,41.7627,-72.6743,1,W,1350,1231,Richmond,Indiana
1988,137,1210,1235,R1W5,hartford,41.7627,-72.6743,1,W,1235,1210,Iowa St,Georgia Tech
1988,137,1207,1261,R1W8,hartford,41.7627,-72.6743,1,W,1261,1207,LSU,Georgetown
1988,137,1338,1185,R1X2,lincoln,40.8106,-96.6803,1,X,1338,1185,Pittsburgh,E Michigan
1988,137,1293,1301,R1X3,lincoln,40.8106,-96.6803,1,X,1301,1293,NC State,Murray St
1988,137,1242,1462,R1X6,lincoln,40.8106,-96.6803,1,X,1462,1242,Xavier,Kansas
1988,137,1435,1429,R1X7,lincoln,40.8106,-96.6803,1,X,1435,1429,Vanderbilt,Utah St
1988,137,1246,1380,R1Y2,cincinnati,39.1,-84.5167,1,Y,1380,1246,Southern Univ,Kentucky
1988,137,1228,1427,R1Y3,cincinnati,39.1,-84.5167,1,Y,1427,1228,UT San Antonio,Illinois
1988,137,1437,1116,R1Y6,cincinnati,39.1,-84.5167,1,Y,1437,1116,Villanova,Arkansas
1988,137,1268,1364,R1Y7,cincinnati,39.1,-84.5167,1,Y,1364,1268,UC Santa Barbara,Maryland
1988,137,1112,1165,R1Z1,los_angeles,34.05,-118.25,1,Z,1165,1112,Cornell,Arizona
1988,137,1424,1283,R1Z4,los_angeles,34.05,-118.25,1,Z,1424,1283,UNLV,Missouri St
1988,137,1234,1199,R1Z5,los_angeles,34.05,-118.25,1,Z,1234,1199,Iowa,Florida St
1988,137,1371,1431,R1Z8,los_angeles,34.05,-118.25,1,Z,1431,1371,UTEP,Seton Hall
1988,138,1181,1374,R2W2,chapel_hill,35.9333,-79.0333,2,W,1374,1181,SMU,Duke
1988,138,1348,1393,R2W3,chapel_hill,35.9333,-79.0333,2,W,1393,1348,Syracuse,Rhode Island
1988,138,1345,1272,R2X1,south_bend,41.6725,-86.2553,2,X,1345,1272,Purdue,Memphis
1988,138,1243,1177,R2X4,south_bend,41.6725,-86.2553,2,X,1243,1177,Kansas St,DePaul
1988,138,1328,1120,R2Y1,atlanta,33.755,-84.39,2,Y,1328,1120,Oklahoma,Auburn
1988,138,1257,1140,R2Y4,atlanta,33.755,-84.39,2,Y,1257,1140,Louisville,BYU
1988,138,1314,1258,R2Z2,salt_lake_city,40.75,-111.8833,2,Z,1314,1258,North Carolina,Loy Marymount
1988,138,1276,1196,R2Z3,salt_lake_city,40.75,-111.8833,2,Z,1276,1196,Michigan,Florida
1988,139,1396,1207,R2W1,hartford,41.7627,-72.6743,2,W,1396,1207,Temple,Georgetown
1988,139,1350,1210,R2W4,hartford,41.7627,-72.6743,2,W,1350,1210,Richmond,Georgia Tech
1988,139,1435,1338,R2X2,lincoln,40.8106,-96.6803,2,X,1435,1338,Vanderbilt,Pittsburgh
1988,139,1242,1293,R2X3,lincoln,40.8106,-96.6803,2,X,1293,1242,Murray St,Kansas
1988,139,1246,1268,R2Y2,cincinnati,39.1,-84.5167,2,Y,1268,1246,Maryland,Kentucky
1988,139,1437,1228,R2Y3,cincinnati,39.1,-84.5167,2,Y,1437,1228,Villanova,Illinois
1988,139,1112,1371,R2Z1,los_angeles,34.05,-118.25,2,Z,1371,1112,Seton Hall,Arizona
1988,139,1234,1424,R2Z4,los_angeles,34.05,-118.25,2,Z,1424,1234,UNLV,Iowa
1988,143,1396,1350,R3W1,east_rutherford,40.8171,-74.085,3,W,1396,1350,Temple,Richmond
1988,143,1181,1348,R3W2,east_rutherford,40.8171,-74.085,3,W,1348,1181,Rhode Island,Duke
1988,143,1328,1257,R3Y1,birmingham,33.525,-86.813,3,Y,1328,1257,Oklahoma,Louisville
1988,143,1437,1246,R3Y2,birmingham,33.525,-86.813,3,Y,1437,1246,Villanova,Kentucky
1988,144,1243,1345,R3X1,pontiac,42.6461,-83.2925,3,X,1345,1243,Purdue,Kansas St
1988,144,1242,1435,R3X2,pontiac,42.6461,-83.2925,3,X,1435,1242,Vanderbilt,Kansas
1988,144,1112,1234,R3Z1,seattle,47.6097,-122.3331,3,Z,1234,1112,Iowa,Arizona
1988,144,1314,1276,R3Z2,seattle,47.6097,-122.3331,3,Z,1314,1276,North Carolina,Michigan
1988,145,1181,1396,R4W1,east_rutherford,40.8171,-74.085,4,W,1396,1181,Temple,Duke
1988,145,1328,1437,R4Y1,birmingham,33.525,-86.813,4,Y,1437,1328,Villanova,Oklahoma
1988,146,1242,1243,R4X1,pontiac,42.6461,-83.2925,4,X,1243,1242,Kansas St,Kansas
1988,146,1112,1314,R4Z1,seattle,47.6097,-122.3331,4,Z,1314,1112,North Carolina,Arizona
1988,152,1242,1181,R5WX,kansas_city,39.0997,-94.5783,5,W,1242,1181,Kansas,Duke
1988,152,1328,1112,R5YZ,kansas_city,39.0997,-94.5783,5,Y,1328,1112,Oklahoma,Arizona
1988,154,1242,1328,R6CH,kansas_city,39.0997,-94.5783,6,C,1328,1242,Oklahoma,Kansas
1989,136,1181,1354,R1W2,greensboro,36.08,-79.8194,1,W,1354,1181,S Carolina St,Duke
1989,136,1373,1390,R1W3,greensboro,36.08,-79.8194,1,W,1390,1373,Stanford,Siena
1989,136,1278,1243,R1W6,greensboro,36.08,-79.8194,1,W,1278,1243,Minnesota,Kansas St
1989,136,1452,1397,R1W7,greensboro,36.08,-79.8194,1,W,1452,1397,West Virginia,Tennessee
1989,136,1112,1352,R1X1,indianapolis,39.791,-86.148,1,X,1352,1112,Robert Morris,Arizona
1989,136,1424,1225,R1X4,indianapolis,39.791,-86.148,1,X,1424,1225,UNLV,Idaho
1989,136,1177,1272,R1X5,indianapolis,39.791,-86.148,1,X,1272,1177,Memphis,DePaul
1989,136,1155,1388,R1X8,indianapolis,39.791,-86.148,1,X,1388,1155,St Mary's CA,Clemson
