Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2024,133,7OT,1313,272
2024,133,7OT,1314,7
2024,133,7OT,1315,267
2024,133,7OT,1316,271
2024,133,7OT,1317,31
2024,133,7OT,1318,223
2024,133,7OT,1319,277
2024,133,7OT,1320,74
2024,133,7OT,1321,47
2024,133,7OT,1322,320
2024,133,7OT,1323,150
2024,133,7OT,1324,119
2024,133,7OT,1325,124
2024,133,7OT,1326,46
2024,133,7OT,1328,105
2024,133,7OT,1329,144
2024,133,7OT,1330,279
2024,133,7OT,1331,297
2024,133,7OT,1332,41
2024,133,7OT,1333,175
2024,133,7OT,1334,342
2024,133,7OT,1335,172
2024,133,7OT,1336,136
2024,133,7OT,1337,192
2024,133,7OT,1338,50
2024,133,7OT,1339,228
2024,133,7OT,1340,287
2024,133,7OT,1341,359
2024,133,7OT,1342,326
2024,133,7OT,1343,70
2024,133,7OT,1344,117
2024,133,7OT,1345,1
2024,133,7OT,1346,111
2024,133,7OT,1347,179
2024,133,7OT,1348,171
2024,133,7OT,1349,169
2024,133,7OT,1350,55
2024,133,7OT,1351,232
2024,133,7OT,1352,314
2024,133,7OT,1353,147
2024,133,7OT,1354,308
2024,133,7OT,1355,152
2024,133,7OT,1356,110
2024,133,7OT,1357,273
2024,133,7OT,1358,159
2024,133,7OT,1359,44
2024,133,7OT,1360,230
2024,133,7OT,1361,11
2024,133,7OT,1362,126
2024,133,7OT,1363,196
2024,133,7OT,1364,224
2024,133,7OT,1365,125
2024,133,7OT,1367,294
2024,133,7OT,1368,274
2024,133,7OT,1369,353
2024,133,7OT,1370,95
2024,133,7OT,1371,120
2024,133,7OT,1372,188
2024,133,7OT,1373,341
2024,133,7OT,1374,60
2024,133,7OT,1375,221
2024,133,7OT,1376,48
2024,133,7OT,1377,333
2024,133,7OT,1378,89
2024,133,7OT,1379,257
2024,133,7OT,1380,244
2024,133,7OT,1381,293
2024,133,7OT,1382,75
2024,133,7OT,1384,344
2024,133,7OT,1385,37
2024,133,7OT,1386,73
2024,133,7OT,1387,181
2024,133,7OT,1388,17
2024,133,7OT,1389,200
2024,133,7OT,1390,193
2024,133,7OT,1391,245
2024,133,7OT,1392,127
2024,133,7OT,1393,62
2024,133,7OT,1394,183
2024,133,7OT,1395,67
2024,133,7OT,1396,235
2024,133,7OT,1397,14
2024,133,7OT,1398,237
2024,133,7OT,1399,317
2024,133,7OT,1400,39
2024,133,7OT,1401,92
2024,133,7OT,1402,190
2024,133,7OT,1403,45
2024,133,7OT,1404,212
2024,133,7OT,1405,96
2024,133,7OT,1406,103
2024,133,7OT,1407,77
2024,133,7OT,1408,141
2024,133,7OT,1409,226
2024,133,7OT,1410,313
2024,133,7OT,1411,278
2024,133,7OT,1412,66
2024,133,7OT,1413,158
2024,133,7OT,1414,61
2024,133,7OT,1415,205
2024,133,7OT,1416,97
2024,133,7OT,1417,142
2024,133,7OT,1418,65
2024,133,7OT,1419,255
2024,133,7OT,1420,280
2024,133,7OT,1421,160
2024,133,7OT,1422,128
2024,133,7OT,1423,86
2024,133,7OT,1424,43
2024,133,7OT,1425,90
2024,133,7OT,1426,108
2024,133,7OT,1427,311
2024,133,7OT,1428,94
2024,133,7OT,1429,68
2024,133,7OT,1430,197
2024,133,7OT,1431,157
2024,133,7OT,1433,28
2024,133,7OT,1434,261
2024,133,7OT,1435,213
2024,133,7OT,1436,63
2024,133,7OT,1437,79
2024,133,7OT,1438,106
2024,133,7OT,1439,85
2024,133,7OT,1440,349
2024,133,7OT,1441,98
2024,133,7OT,1442,207
2024,133,7OT,1443,109
2024,133,7OT,1444,302
2024,133,7OT,1447,304
2024,133,7OT,1448,59
2024,133,7OT,1449,76
2024,133,7OT,1450,84
2024,133,7OT,1451,151
2024,133,7OT,1452,145
2024,133,7OT,1453,256
2024,133,7OT,1454,264
2024,133,7OT,1455,132
2024,133,7OT,1456,337
2024,133,7OT,1457,164
2024,133,7OT,1458,24
2024,133,7OT,1459,242
2024,133,7OT,1460,116
2024,133,7OT,1461,195
2024,133,7OT,1462,71
2024,133,7OT,1463,29
2024,133,7OT,1464,122
2024,133,7OT,1465,210
2024,133,7OT,1466,281
2024,133,7OT,1467,182
2024,133,7OT,1468,322
2024,133,7OT,1469,268
2024,133,7OT,1470,130
2024,133,7OT,1471,114
2024,133,7OT,1472,199
2024,133,7OT,1473,352
2024,133,7OT,1474,231
2024,133,7OT,1475,312
2024,133,7OT,1476,343
2024,133,7OT,1477,316
2024,133,7OT,1478,340
2024,133,AP,1104,19
2024,133,AP,1112,9
2024,133,AP,1120,7
2024,133,AP,1124,14
2024,133,AP,1140,21
2024,133,AP,1163,1
2024,133,AP,1166,11
2024,133,AP,1181,13
2024,133,AP,1211,18
2024,133,AP,1222,2
2024,133,AP,1228,10
2024,133,AP,1235,4
2024,133,AP,1242,17
2024,133,AP,1246,12
2024,133,AP,1266,8
2024,133,AP,1314,5
2024,133,AP,1345,3
2024,133,AP,1361,24
2024,133,AP,1376,16
2024,133,AP,1388,15
2024,133,AP,1397,6
2024,133,AP,1403,22
2024,133,AP,1429,20
2024,133,AP,1450,25
2024,133,AP,1458,23
2024,133,ARG,1101,216
2024,133,ARG,1102,286
2024,133,ARG,1103,103
2024,133,ARG,1104,13
2024,133,ARG,1105,327
2024,133,ARG,1106,302
2024,133,ARG,1107,260
2024,133,ARG,1108,295
2024,133,ARG,1110,306
2024,133,ARG,1111,61
2024,133,ARG,1112,8
2024,133,ARG,1113,140
2024,133,ARG,1114,189
2024,133,ARG,1115,320
2024,133,ARG,1116,115
2024,133,ARG,1117,151
2024,133,ARG,1119,347
2024,133,ARG,1120,5
2024,133,ARG,1122,195
2024,133,ARG,1123,256
2024,133,ARG,1124,14
2024,133,ARG,1125,118
2024,133,ARG,1126,280
2024,133,ARG,1127,250
2024,133,ARG,1129,46
2024,133,ARG,1130,88
2024,133,ARG,1131,309
2024,133,ARG,1132,200
2024,133,ARG,1133,69
2024,133,ARG,1135,204
2024,133,ARG,1136,154
2024,133,ARG,1137,300
2024,133,ARG,1138,355
2024,133,ARG,1139,83
2024,133,ARG,1140,15
2024,133,ARG,1141,237
2024,133,ARG,1142,353
2024,133,ARG,1143,153
2024,133,ARG,1144,298
2024,133,ARG,1145,272
2024,133,ARG,1146,331
2024,133,ARG,1148,218
2024,133,ARG,1149,308
2024,133,ARG,1150,108
2024,133,ARG,1151,136
2024,133,ARG,1152,265
2024,133,ARG,1153,49
2024,133,ARG,1154,283
2024,133,ARG,1155,36
2024,133,ARG,1156,175
2024,133,ARG,1157,326
2024,133,ARG,1158,84
2024,133,ARG,1159,119
2024,133,ARG,1160,35
2024,133,ARG,1161,41
2024,133,ARG,1162,224
2024,133,ARG,1163,2
2024,133,ARG,1164,361
2024,133,ARG,1165,82
2024,133,ARG,1166,12
2024,133,ARG,1167,267
2024,133,ARG,1168,240
2024,133,ARG,1169,213
2024,133,ARG,1170,313
2024,133,ARG,1171,338
2024,133,ARG,1172,142
2024,133,ARG,1173,17
2024,133,ARG,1174,164
2024,133,ARG,1175,279
2024,133,ARG,1176,261
2024,133,ARG,1177,337
2024,133,ARG,1178,360
2024,133,ARG,1179,34
2024,133,ARG,1180,117
2024,133,ARG,1181,11
2024,133,ARG,1182,63
2024,133,ARG,1183,281
2024,133,ARG,1184,192
2024,133,ARG,1185,321
2024,133,ARG,1186,123
2024,133,ARG,1187,205
2024,133,ARG,1188,263
2024,133,ARG,1189,303
2024,133,ARG,1190,167
2024,133,ARG,1191,186
2024,133,ARG,1192,314
2024,133,ARG,1193,169
2024,133,ARG,1194,29
2024,133,ARG,1195,268
2024,133,ARG,1196,31
2024,133,ARG,1197,346
2024,133,ARG,1198,287
2024,133,ARG,1199,86
2024,133,ARG,1200,203
2024,133,ARG,1201,239
2024,133,ARG,1202,168
2024,133,ARG,1203,201
2024,133,ARG,1204,312
2024,133,ARG,1205,185
2024,133,ARG,1206,98
2024,133,ARG,1207,246
2024,133,ARG,1208,101
2024,133,ARG,1209,226
2024,133,ARG,1210,124
2024,133,ARG,1211,18
2024,133,ARG,1212,257
2024,133,ARG,1213,27
2024,133,ARG,1214,333
2024,133,ARG,1217,209
2024,133,ARG,1218,182
2024,133,ARG,1219,100
2024,133,ARG,1220,116
2024,133,ARG,1221,348
2024,133,ARG,1222,1
2024,133,ARG,1223,350
2024,133,ARG,1224,271
2024,133,ARG,1225,322
2024,133,ARG,1226,264
2024,133,ARG,1227,214
2024,133,ARG,1228,9
2024,133,ARG,1229,199
2024,133,ARG,1230,342
2024,133,ARG,1231,90
2024,133,ARG,1232,30
2024,133,ARG,1233,253
2024,133,ARG,1234,62
2024,133,ARG,1235,4
2024,133,ARG,1236,147
2024,133,ARG,1237,357
2024,133,ARG,1238,284
2024,133,ARG,1239,254
2024,133,ARG,1240,227
2024,133,ARG,1241,32
2024,133,ARG,1242,19
2024,133,ARG,1243,65
2024,133,ARG,1244,249
2024,133,ARG,1245,172
2024,133,ARG,1246,23
2024,133,ARG,1247,181
2024,133,ARG,1248,329
2024,133,ARG,1249,212
2024,133,ARG,1250,285
2024,133,ARG,1251,133
2024,133,ARG,1252,149
2024,133,ARG,1253,161
2024,133,ARG,1254,349
2024,133,ARG,1255,137
2024,133,ARG,1256,94
2024,133,ARG,1257,248
2024,133,ARG,1258,221
2024,133,ARG,1259,352
2024,133,ARG,1260,71
2024,133,ARG,1261,99
2024,133,ARG,1262,121
2024,133,ARG,1263,217
2024,133,ARG,1264,344
2024,133,ARG,1265,225
2024,133,ARG,1266,10
2024,133,ARG,1267,262
2024,133,ARG,1268,96
2024,133,ARG,1269,91
2024,133,ARG,1270,22
2024,133,ARG,1271,339
2024,133,ARG,1272,67
2024,133,ARG,1273,244
2024,133,ARG,1274,105
2024,133,ARG,1275,236
2024,133,ARG,1276,165
2024,133,ARG,1277,39
2024,133,ARG,1278,95
2024,133,ARG,1279,79
2024,133,ARG,1280,38
2024,133,ARG,1281,197
2024,133,ARG,1282,222
2024,133,ARG,1283,148
2024,133,ARG,1284,178
2024,133,ARG,1285,146
2024,133,ARG,1286,252
2024,133,ARG,1287,87
2024,133,ARG,1288,323
2024,133,ARG,1290,362
2024,133,ARG,1291,293
2024,133,ARG,1292,274
2024,133,ARG,1293,206
2024,133,ARG,1294,198
2024,133,ARG,1295,238
2024,133,ARG,1296,288
2024,133,ARG,1297,194
2024,133,ARG,1298,324
2024,133,ARG,1299,343
2024,133,ARG,1300,219
2024,133,ARG,1301,58
2024,133,ARG,1303,276
2024,133,ARG,1304,37
2024,133,ARG,1305,28
2024,133,ARG,1306,196
2024,133,ARG,1307,21
2024,133,ARG,1308,282
2024,133,ARG,1309,332
2024,133,ARG,1310,275
2024,133,ARG,1311,208
2024,133,ARG,1312,330
2024,133,ARG,1313,184
2024,133,ARG,1314,7
2024,133,ARG,1315,231
2024,133,ARG,1316,230
2024,133,ARG,1317,102
2024,133,ARG,1318,255
2024,133,ARG,1319,304
2024,133,ARG,1320,111
2024,133,ARG,1321,52
2024,133,ARG,1322,336
2024,133,ARG,1323,152
2024,133,ARG,1324,114
2024,133,ARG,1325,143
2024,133,ARG,1326,54
2024,133,ARG,1328,47
2024,133,ARG,1329,141
2024,133,ARG,1330,325
2024,133,ARG,1331,289
2024,133,ARG,1332,55
2024,133,ARG,1333,173
2024,133,ARG,1334,354
2024,133,ARG,1335,234
2024,133,ARG,1336,106
2024,133,ARG,1337,259
2024,133,ARG,1338,43
2024,133,ARG,1339,299
2024,133,ARG,1340,245
2024,133,ARG,1341,328
2024,133,ARG,1342,270
2024,133,ARG,1343,40
2024,133,ARG,1344,59
2024,133,ARG,1345,3
2024,133,ARG,1346,155
2024,133,ARG,1347,207
2024,133,ARG,1348,220
2024,133,ARG,1349,251
2024,133,ARG,1350,64
2024,133,ARG,1351,241
2024,133,ARG,1352,315
2024,133,ARG,1353,109
2024,133,ARG,1354,307
2024,133,ARG,1355,150
2024,133,ARG,1356,127
2024,133,ARG,1357,301
2024,133,ARG,1358,139
2024,133,ARG,1359,60
2024,133,ARG,1360,247
2024,133,ARG,1361,24
2024,133,ARG,1362,75
2024,133,ARG,1363,266
2024,133,ARG,1364,223
2024,133,ARG,1365,112
2024,133,ARG,1367,292
2024,133,ARG,1368,291
2024,133,ARG,1369,341
2024,133,ARG,1370,135
2024,133,ARG,1371,68
2024,133,ARG,1372,174
2024,133,ARG,1373,358
2024,133,ARG,1374,85
2024,133,ARG,1375,277
2024,133,ARG,1376,33
2024,133,ARG,1377,316
2024,133,ARG,1378,70
2024,133,ARG,1379,243
2024,133,ARG,1380,229
2024,133,ARG,1381,290
2024,133,ARG,1382,92
2024,133,ARG,1384,351
2024,133,ARG,1385,48
2024,133,ARG,1386,93
2024,133,ARG,1387,183
2024,133,ARG,1388,16
2024,133,ARG,1389,193
2024,133,ARG,1390,126
2024,133,ARG,1391,145
2024,133,ARG,1392,163
2024,133,ARG,1393,77
2024,133,ARG,1394,158
2024,133,ARG,1395,45
2024,133,ARG,1396,187
2024,133,ARG,1397,6
2024,133,ARG,1398,258
2024,133,ARG,1399,335
2024,133,ARG,1400,44
2024,133,ARG,1401,53
2024,133,ARG,1402,188
2024,133,ARG,1403,25
2024,133,ARG,1404,177
2024,133,ARG,1405,128
2024,133,ARG,1406,132
2024,133,ARG,1407,134
2024,133,ARG,1408,159
2024,133,ARG,1409,191
2024,133,ARG,1410,340
2024,133,ARG,1411,269
2024,133,ARG,1412,97
2024,133,ARG,1413,171
2024,133,ARG,1414,73
2024,133,ARG,1415,235
2024,133,ARG,1416,76
2024,133,ARG,1417,125
2024,133,ARG,1418,156
2024,133,ARG,1419,305
2024,133,ARG,1420,310
2024,133,ARG,1421,131
2024,133,ARG,1422,122
2024,133,ARG,1423,107
2024,133,ARG,1424,81
2024,133,ARG,1425,104
2024,133,ARG,1426,129
2024,133,ARG,1427,273
2024,133,ARG,1428,56
2024,133,ARG,1429,26
2024,133,ARG,1430,190
2024,133,ARG,1431,170
2024,133,ARG,1433,78
2024,133,ARG,1434,318
2024,133,ARG,1435,228
2024,133,ARG,1436,66
2024,133,ARG,1437,57
2024,133,ARG,1438,51
2024,133,ARG,1439,74
2024,133,ARG,1440,356
2024,133,ARG,1441,110
2024,133,ARG,1442,202
2024,133,ARG,1443,144
2024,133,ARG,1444,294
2024,133,ARG,1447,278
2024,133,ARG,1448,50
2024,133,ARG,1449,89
2024,133,ARG,1450,42
2024,133,ARG,1451,138
2024,133,ARG,1452,179
2024,133,ARG,1453,215
2024,133,ARG,1454,211
2024,133,ARG,1455,160
2024,133,ARG,1456,317
2024,133,ARG,1457,166
2024,133,ARG,1458,20
2024,133,ARG,1459,180
2024,133,ARG,1460,176
2024,133,ARG,1461,162
2024,133,ARG,1462,80
2024,133,ARG,1463,72
2024,133,ARG,1464,130
2024,133,ARG,1465,232
2024,133,ARG,1466,233
2024,133,ARG,1467,210
2024,133,ARG,1468,319
2024,133,ARG,1469,296
2024,133,ARG,1470,113
2024,133,ARG,1471,120
2024,133,ARG,1472,157
2024,133,ARG,1473,345
2024,133,ARG,1474,242
2024,133,ARG,1475,334
2024,133,ARG,1476,359
2024,133,ARG,1477,311
2024,133,ARG,1478,297
2024,133,BAR,1101,207
2024,133,BAR,1102,248
2024,133,BAR,1103,120
2024,133,BAR,1104,16
2024,133,BAR,1105,328
2024,133,BAR,1106,323
2024,133,BAR,1107,238
2024,133,BAR,1108,307
2024,133,BAR,1110,291
2024,133,BAR,1111,86
2024,133,BAR,1112,6
2024,133,BAR,1113,131
2024,133,BAR,1114,190
2024,133,BAR,1115,332
2024,133,BAR,1116,109
2024,133,BAR,1117,140
2024,133,BAR,1119,347
2024,133,BAR,1120,4
2024,133,BAR,1122,229
2024,133,BAR,1123,264
2024,133,BAR,1124,12
2024,133,BAR,1125,113
2024,133,BAR,1126,313
2024,133,BAR,1127,282
2024,133,BAR,1129,32
2024,133,BAR,1130,72
2024,133,BAR,1131,303
2024,133,BAR,1132,236
2024,133,BAR,1133,63
2024,133,BAR,1135,181
2024,133,BAR,1136,187
2024,133,BAR,1137,269
2024,133,BAR,1138,343
2024,133,BAR,1139,62
2024,133,BAR,1140,14
2024,133,BAR,1141,277
2024,133,BAR,1142,331
2024,133,BAR,1143,118
2024,133,BAR,1144,308
2024,133,BAR,1145,278
2024,133,BAR,1146,336
2024,133,BAR,1148,272
2024,133,BAR,1149,324
2024,133,BAR,1150,116
2024,133,BAR,1151,148
2024,133,BAR,1152,304
2024,133,BAR,1153,27
2024,133,BAR,1154,262
2024,133,BAR,1155,38
2024,133,BAR,1156,196
2024,133,BAR,1157,309
2024,133,BAR,1158,105
2024,133,BAR,1159,144
2024,133,BAR,1160,29
2024,133,BAR,1161,44
2024,133,BAR,1162,239
2024,133,BAR,1163,2
2024,133,BAR,1164,361
2024,133,BAR,1165,108
2024,133,BAR,1166,10
2024,133,BAR,1167,232
2024,133,BAR,1168,231
2024,133,BAR,1169,230
2024,133,BAR,1170,306
2024,133,BAR,1171,334
2024,133,BAR,1172,119
2024,133,BAR,1173,40
2024,133,BAR,1174,177
2024,133,BAR,1175,305
2024,133,BAR,1176,260
2024,133,BAR,1177,290
2024,133,BAR,1178,345
2024,133,BAR,1179,54
2024,133,BAR,1180,130
2024,133,BAR,1181,9
2024,133,BAR,1182,79
2024,133,BAR,1183,318
2024,133,BAR,1184,228
2024,133,BAR,1185,325
2024,133,BAR,1186,159
2024,133,BAR,1187,191
2024,133,BAR,1188,288
2024,133,BAR,1189,316
2024,133,BAR,1190,180
2024,133,BAR,1191,224
2024,133,BAR,1192,327
2024,133,BAR,1193,174
2024,133,BAR,1194,46
2024,133,BAR,1195,237
2024,133,BAR,1196,37
2024,133,BAR,1197,344
2024,133,BAR,1198,273
2024,133,BAR,1199,83
2024,133,BAR,1200,168
2024,133,BAR,1201,217
2024,133,BAR,1202,149
2024,133,BAR,1203,192
2024,133,BAR,1204,265
2024,133,BAR,1205,216
2024,133,BAR,1206,91
2024,133,BAR,1207,179
2024,133,BAR,1208,93
2024,133,BAR,1209,218
2024,133,BAR,1210,121
2024,133,BAR,1211,17
2024,133,BAR,1212,283
2024,133,BAR,1213,53
2024,133,BAR,1214,340
2024,133,BAR,1217,235
2024,133,BAR,1218,160
2024,133,BAR,1219,135
2024,133,BAR,1220,114
2024,133,BAR,1221,348
2024,133,BAR,1222,1
2024,133,BAR,1223,351
2024,133,BAR,1224,281
2024,133,BAR,1225,319
2024,133,BAR,1226,253
2024,133,BAR,1227,197
2024,133,BAR,1228,13
2024,133,BAR,1229,188
2024,133,BAR,1230,337
2024,133,BAR,1231,94
2024,133,BAR,1232,47
2024,133,BAR,1233,242
2024,133,BAR,1234,51
2024,133,BAR,1235,3
2024,133,BAR,1236,154
2024,133,BAR,1237,360
2024,133,BAR,1238,311
2024,133,BAR,1239,279
2024,133,BAR,1240,208
2024,133,BAR,1241,68
2024,133,BAR,1242,19
2024,133,BAR,1243,56
2024,133,BAR,1244,270
2024,133,BAR,1245,165
2024,133,BAR,1246,28
2024,133,BAR,1247,186
2024,133,BAR,1248,321
2024,133,BAR,1249,203
2024,133,BAR,1250,259
2024,133,BAR,1251,150
2024,133,BAR,1252,178
2024,133,BAR,1253,164
2024,133,BAR,1254,349
2024,133,BAR,1255,161
2024,133,BAR,1256,102
2024,133,BAR,1257,183
2024,133,BAR,1258,171
2024,133,BAR,1259,350
2024,133,BAR,1260,84
2024,133,BAR,1261,88
2024,133,BAR,1262,157
2024,133,BAR,1263,240
2024,133,BAR,1264,339
2024,133,BAR,1265,226
2024,133,BAR,1266,11
2024,133,BAR,1267,241
2024,133,BAR,1268,66
2024,133,BAR,1269,87
2024,133,BAR,1270,67
2024,133,BAR,1271,353
2024,133,BAR,1272,77
2024,133,BAR,1273,214
2024,133,BAR,1274,89
2024,133,BAR,1275,258
2024,133,BAR,1276,124
2024,133,BAR,1277,18
2024,133,BAR,1278,78
2024,133,BAR,1279,96
2024,133,BAR,1280,33
2024,133,BAR,1281,145
2024,133,BAR,1282,201
2024,133,BAR,1283,152
2024,133,BAR,1284,200
2024,133,BAR,1285,155
2024,133,BAR,1286,210
2024,133,BAR,1287,132
2024,133,BAR,1288,338
2024,133,BAR,1290,362
2024,133,BAR,1291,249
2024,133,BAR,1292,280
2024,133,BAR,1293,163
2024,133,BAR,1294,204
2024,133,BAR,1295,257
2024,133,BAR,1296,298
2024,133,BAR,1297,199
2024,133,BAR,1298,320
2024,133,BAR,1299,346
2024,133,BAR,1300,268
2024,133,BAR,1301,57
2024,133,BAR,1303,255
2024,133,BAR,1304,30
2024,133,BAR,1305,41
2024,133,BAR,1306,250
2024,133,BAR,1307,21
2024,133,BAR,1308,294
2024,133,BAR,1309,335
2024,133,BAR,1310,275
2024,133,BAR,1311,223
2024,133,BAR,1312,333
2024,133,BAR,1313,254
2024,133,BAR,1314,8
2024,133,BAR,1315,220
2024,133,BAR,1316,251
2024,133,BAR,1317,73
2024,133,BAR,1318,247
2024,133,BAR,1319,317
2024,133,BAR,1320,112
2024,133,BAR,1321,48
2024,133,BAR,1322,322
2024,133,BAR,1323,115
2024,133,BAR,1324,137
2024,133,BAR,1325,138
2024,133,BAR,1326,42
2024,133,BAR,1328,36
2024,133,BAR,1329,104
2024,133,BAR,1330,284
2024,133,BAR,1331,267
2024,133,BAR,1332,55
2024,133,BAR,1333,146
2024,133,BAR,1334,352
2024,133,BAR,1335,213
2024,133,BAR,1336,75
2024,133,BAR,1337,206
2024,133,BAR,1338,31
2024,133,BAR,1339,286
2024,133,BAR,1340,256
2024,133,BAR,1341,342
2024,133,BAR,1342,271
2024,133,BAR,1343,81
2024,133,BAR,1344,52
2024,133,BAR,1345,5
2024,133,BAR,1346,182
2024,133,BAR,1347,243
2024,133,BAR,1348,205
2024,133,BAR,1349,211
2024,133,BAR,1350,80
2024,133,BAR,1351,215
2024,133,BAR,1352,300
2024,133,BAR,1353,101
2024,133,BAR,1354,315
2024,133,BAR,1355,129
2024,133,BAR,1356,122
2024,133,BAR,1357,293
2024,133,BAR,1358,143
2024,133,BAR,1359,97
